sku,name,category,price_zar,unit,qty_on_hand,last_updated
BSSBLU100M-EU,"BSS - BSSBLU100M-EU - BLU-100 (EU) - 12 ANALOG MIC/LINE INPUT, 8 ANALOG OUTPUT, NETWORKED SIGNAL PROCESSOR W/ BLU LINK (EUROPEAN VERSION)",Uncategorised,55945.5,pc.,0.0,2026-07-27 (wequote_export)
UACC-HDD8,"Ubiquiti Enterprise 3.5"" 8TB Hard Drive",Uncategorised,6346.96,pc.,0.0,2026-07-27 (wequote_export)
UVC-G6PTZ-W,Ubiquiti UniFi Protect G6 PTZ 8MP White IP Camera | UVC-G6-PTZ-W,Uncategorised,10275.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
01574-001,AXIS LICENSE PLATE VERIFIER 1P E-LICENSE,AI CCTV,11106.25,pc.,0.0,2026-07-27 (wequote_export)
02113-001,M4216-LV,AI CCTV,12296.25,pc.,0.0,2026-07-27 (wequote_export)
02374-001,M3086-V - Lifts,AI CCTV,8742.5,pc.,0.0,2026-07-27 (wequote_export)
02415-001,P4705-PLVE Panoramic Camera- Dual sensor,AI CCTV,22957.5,pc.,0.0,2026-07-27 (wequote_export)
02815-001,M4227-LVE - Outdoor,AI CCTV,17746.25,pc.,0.0,2026-07-27 (wequote_export)
03150-001,P3275-LVE + LPR Verifier (Lic Plates),AI CCTV,18930.0,pc.,0.0,2026-07-27 (wequote_export)
07FTN-R,FTN-R Wireless outdoor curtain PIR,Unassigned,1650.0,pc.,0.0,2026-07-27 (wequote_export)
1063646,Klipsch PRO-1000SW White In-Wall Subwoofer,Speaker System,32069.57,pc.,0.0,2026-07-27 (wequote_export)
1063965A,Klipsch Reference Premiere PRO-250-RPW-LCR White In-Wall Speaker,Speaker System,11303.48,pc.,0.0,2026-07-27 (wequote_export)
1063966A,KLIPSCH REFERENCE PREMIERE PRO160RPC WHITE INCEILING SPEAKER,Speaker System,9600.0,pc.,0.0,2026-07-27 (wequote_export)
1063967A,Klipsch Reference Premiere PRO180RPC White InCeiling Speaker,Speaker System,11303.48,pc.,0.0,2026-07-27 (wequote_export)
1063968A,Klipsch Reference Premiere PRO-180-RPC-LCR White In-Ceiling Speaker,Speaker System,12800.0,pc.,0.0,2026-07-27 (wequote_export)
1064064A,Klipsch Reference Premiere PRO180RPW White InWall Speaker,Speaker System,11303.48,pc.,0.0,2026-07-27 (wequote_export)
1064443A,Klipsch Reference PRO16RW White InWall Speaker,Uncategorised,6955.65,pc.,0.0,2026-07-27 (wequote_export)
1064445A,Klipsch Reference PRO-25-RW-LCR White In-Wall Speaker,Uncategorised,8694.78,pc.,0.0,2026-07-27 (wequote_export)
1064446A,PRO-16RC,Uncategorised,4346.96,pc.,0.0,2026-07-27 (wequote_export)
1066277,Klipsch Passive Soundbar Heritage Theater Bar 6580 Passive Soundbar,Speaker System,88852.17,pc.,0.0,2026-07-27 (wequote_export)
1068516,Klipsch Designer DS-180CDT Skyhook Cinch White In-Ceiling Speaker,Speakers,4887.83,pc.,0.0,2026-07-27 (wequote_export)
1068523,Klipsch Custom CS-16CSM Skyhook Cinch White In-Ceiling Speaker,Uncategorised,4194.78,pc.,0.0,2026-07-27 (wequote_export)
1069851,Klipsch Reference Base R-800F Black Floorstanding Speaker,Speaker System,23476.52,Pair,0.0,2026-07-27 (wequote_export)
1069856,Klipsch Reference Base R-30C Black Center Speaker,Speaker System,7303.48,pc.,0.0,2026-07-27 (wequote_export)
1069858,Klipsch Reference Base R-40SA Black Dolby Atmos Surround Sound Speakers,Speaker System,7651.3,Pair,0.0,2026-07-27 (wequote_export)
1070013,Klipsch Reference Premiere RP-8000F II Ebony Floorstanding Speaker,Speaker System,39998.26,Pair,0.0,2026-07-27 (wequote_export)
1070014,Klipsch Reference Premiere RP-6000F II Ebony Floorstanding Speaker Pair,Speaker System,34780.87,Pair,0.0,2026-07-27 (wequote_export)
1070015,Klipsch Reference Premiere RP-5000F II Ebony Floorstanding Speaker,Speaker System,26085.22,Pair,0.0,2026-07-27 (wequote_export)
1070018,Klipsch Reference Premiere RP-504C II Ebony Center Speaker,Speaker System,17390.43,pc.,0.0,2026-07-27 (wequote_export)
1070020,Klipsch Reference Premiere RP-502S II Ebony Surround Speaker,Speaker System,21738.26,Pair,0.0,2026-07-27 (wequote_export)
1070021,Klipsch Reference Premiere RP-500SA II Ebony Surround Atmos Speaker,Speaker System,15651.3,Pair,0.0,2026-07-27 (wequote_export)
1070022,Klipsch Reference Premiere RP-404C II Ebony Center Speaker,Speaker System,13042.61,pc.,0.0,2026-07-27 (wequote_export)
1070410,Klipsch Subwoofer R-121SW EAU Black Subwoofer,Speaker System,11303.48,pc.,0.0,2026-07-27 (wequote_export)
1070643,Klipsch Subwoofer RP-1000SW EUA Black Subwoofer,Speaker System,22278.26,pc.,0.0,2026-07-27 (wequote_export)
1070647,Klipsch Subwoofer RP1200SW EUA Black Subwoofer,Speaker System,26086.09,pc.,0.0,2026-07-27 (wequote_export)
1171713,BeoRemote ,Soundbar System,8260.0,pc.,0.0,2026-07-27 (wequote_export)
1200571,"BeoSound Stage no frame/front, black",TVs,38260.0,pc.,0.0,2026-07-27 (wequote_export)
1200577,"Beosound Stage, Gold Tone/Golden 2",Bang & Olufsen,53912.17,pc.,0.0,2026-07-27 (wequote_export)
1200581,"Beosound Stage, Black Anthracite Dark Grey 2",Uncategorised,53912.17,pc.,0.0,2026-07-27 (wequote_export)
1200606,Beosound Theatre Silver 65,SONOS,217390.43,pc.,0.0,2026-07-27 (wequote_export)
1210800,A9 Wall bracket,Soundbar System,2607.83,pc.,0.0,2026-07-27 (wequote_export)
1240900,Beo Grace Natural Aluminium,Bang & Olufsen,26956.52,pc.,0.0,2026-07-27 (wequote_export)
1254100,Beosound A5 Dark Oak,Bang & Olufsen,37390.43,pc.,0.0,2026-07-27 (wequote_export)
1266124,Beoplay H95 Ferrari Edition,Audio Accessories,28694.78,pc.,0.0,2026-07-27 (wequote_export)
1279402,Beosound Bollard Round 6.6'' Bronze Tone,Bang & Olufsen,46955.65,pc.,0.0,2026-07-27 (wequote_export)
1279600,Beoamp 125.4,Bang & Olufsen,55651.3,pc.,0.0,2026-07-27 (wequote_export)
1305800,Beoconnect Core Natural,Speakers,24346.96,pc.,0.0,2026-07-27 (wequote_export)
1309104,Beosound 2 3rd Gen Gold Tone,Bang & Olufsen,81738.26,pc.,0.0,2026-07-27 (wequote_export)
1310200,BS Theatre Wood front cover Oak,Soundbar System,33042.61,pc.,0.0,2026-07-27 (wequote_export)
1310202,BS Theatre Wood front cover Dark Oak,SONOS,33042.61,pc.,0.0,2026-07-27 (wequote_export)
1311000,BS Theatre LG G rear cover Black 65,SONOS,51.3,pc.,0.0,2026-07-27 (wequote_export)
1315006,Beolab 8 Black Anthracite,Bang & Olufsen,55651.3,pc.,0.0,2026-07-27 (wequote_export)
1315201,Beolab 8 Cover Wood Dark Oak,Bang & Olufsen,14781.74,pc.,0.0,2026-07-27 (wequote_export)
1315301,Beolab 8 Table Stand Black Anthracite,Bang & Olufsen,7390.43,pc.,0.0,2026-07-27 (wequote_export)
1315501,Beolab 8 Wall Bracket - Black Anthrocite,Speakers,10433.91,pc.,0.0,2026-07-27 (wequote_export)
1412000027,Anthem MCA 225 Gen 2 (Black),AVR,49295.65,pc.,0.0,2026-07-27 (wequote_export)
1412000033,Anthem MCA 525 Gen 2 (Black),AVR,86339.13,pc.,0.0,2026-07-27 (wequote_export)
1414000060,Anthem MRX SLM 4K (Black),Amplifiers & Audio Matrix,29556.52,pc.,0.0,2026-07-27 (wequote_export)
1414000081,Anthem MRX 740 8K (Black),Uncategorised,74773.91,pc.,0.0,2026-07-27 (wequote_export)
1414000084,Anthem MRX 1140 8K (Black),AVR,99991.3,pc.,0.0,2026-07-27 (wequote_export)
1417000027,Anthem AVM 70 8K (Black),AVR,105904.35,pc.,0.0,2026-07-27 (wequote_export)
1452800,Contour  Wall Bracket​ Black,TVs,17390.43,pc.,0.0,2026-07-27 (wequote_export)
1454502,Beolab 28 Speaker Gold Tone (Inner Cover Golden),Bang & Olufsen,121738.26,pc.,0.0,2026-07-27 (wequote_export)
1454602,Beolab 28 Woofer Gold Tone,Bang & Olufsen,43477.39,pc.,0.0,2026-07-27 (wequote_export)
1454800,Beolab 28 Backbone Black Floor,Bang & Olufsen,14781.74,pc.,0.0,2026-07-27 (wequote_export)
1454902,Beolab 28 Curtain Cover Fabric Golden,Bang & Olufsen,7390.43,pc.,0.0,2026-07-27 (wequote_export)
1455002,Beolab 28 Curtain Cover Wood Oak,Bang & Olufsen,22607.83,pc.,0.0,2026-07-27 (wequote_export)
1455600,Front cover 55 2nd G Grey Melange/Silver,TVs,10433.91,pc.,0.0,2026-07-27 (wequote_export)
1455700,Contour 55 Floor stand Silver,TVs,25216.52,pc.,0.0,2026-07-27 (wequote_export)
1519000107,Anthem ARC Genesis Microphone Kit (Silver),AVR,2600.0,pc.,0.0,2026-07-27 (wequote_export)
15M Optical,Monoprice Premium S/PDIF (Toslink) Digital Optical Audio Cable 15m:,TV Cabling,2099.38,pc.,0.0,2026-07-27 (wequote_export)
1608501,Beovision Eclipse G2/G3/G4 Screen mount interface 65,Uncategorised,13042.61,pc.,0.0,2026-07-27 (wequote_export)
1620689,BeoLab 19 AL2 Black Anthracite,Uncategorised,95651.3,pc.,0.0,2026-07-27 (wequote_export)
16ch-NVR-WHITE,AJAX 16ch NVR,Alarm,5043.48,pc.,0.0,2026-07-27 (wequote_export)
18/4-GY,SCP-184 Speaker Cable 305m (Grey),Unassigned,9565.22,pc.,0.0,2026-07-27 (wequote_export)
1860949,Beovision Contour 55 2nd Gen Silver (Wall Mount),TVs,59129.57,pc.,0.0,2026-07-27 (wequote_export)
1CAB-6050,1.5mm x 4 core Cabtyre Black (1m),Amplifiers & Receivers,30.0,pc.,0.0,2026-07-27 (wequote_export)
1SFE 10,"Fabritrak 1"" Square Profile (25mm) - Top Load - Black - 2M",Acoustic Treatment,500.0,pc.,0.0,2026-07-27 (wequote_export)
1SUR-3000,2.5mm x 3 + Earth Surfix Black (100M),AI CCTV,4751.39,pc.,0.0,2026-07-27 (wequote_export)
271,"IP controlled Digital Theatre Controller, 16ch Analogue & Digital input",Processor,98695.65,pc.,0.0,2026-07-27 (wequote_export)
271 XLR-DB25 Cable,8 Channel cable to connect 8 balanced analogue channels to the 271,Processor,5000.0,pc.,0.0,2026-07-27 (wequote_export)
32A4K,Hisense 32-inch Screen,CCTV System,2173.04,pc.,0.0,2026-07-27 (wequote_export)
55QNED80T6B,55 Inch LG QNED QNED80 4K Smart TV AI Magic remote HDR10 webOS24 2024,Uncategorised,12559.42,pc.,0.0,2026-07-27 (wequote_export)
5E1200UI,EATON 5E 1200VA USB IEC GEN2,AI CCTV,2733.13,pc.,0.0,2026-07-27 (wequote_export)
60578,"JAMES - 60578 - 2.1 CH, LR W/SUB, BAR, 8.125"" H X 4"" D X CUSTOM W",Speaker System,134034.78,pc.,0.0,2026-07-27 (wequote_export)
801 D4 Signature, Floorstanding loudspeaker - Blue,Amplifiers and Streamers,1026078.26,pc.,0.0,2026-07-27 (wequote_export)
805 D4,Bookshelf - Gloss Black,Speakers,199991.3,pc.,0.0,2026-07-27 (wequote_export)
805 D4 Signature,805 D4 Signature - Bookshelf / stand monitors - Blue,Amplifiers and Streamers,273904.35,Pair,0.0,2026-07-27 (wequote_export)
8200-231,"JABRA - PANACAST 50, EMEA, BLACK; 180° FIELD OF VIEW, REAL-TIME WHITEBOARD STREAMING, PLUG-AND-PLAY, OPTIMIZED FOR ALL LEADING UC PLATFORMS, INCLUDING",Video Conferencing,39252.28,pc.,0.0,2026-07-27 (wequote_export)
850062185531,SVS SB-3000 R-Evolution Subwoofer (Black),Speakers,36947.84,pc.,0.0,2026-07-27 (wequote_export)
91378800,2N® Indoor answering unit flush installation box,Indoor Video Station ,954.97,pc.,0.0,2026-07-27 (wequote_export)
9137909,2N IP Intercom - Gold license,CCTV System,3605.99,pc.,0.0,2026-07-27 (wequote_export)
9155011,"2N® IP Verso - Frame for flush installation, 1 module - nickel",External Access Control Panels ,2482.94,pc.,0.0,2026-07-27 (wequote_export)
9155012,"2N® IP Verso - Frame for flush installation, 2 modules - nickel",External Access Control Panels ,2737.6,pc.,0.0,2026-07-27 (wequote_export)
9155014,"2N® IP Verso - Box for flush installation, 1 module",External Access Control Panels ,993.17,pc.,0.0,2026-07-27 (wequote_export)
9155022,"2N® IP Verso - Frame for surface installation, 2 modules - nickel",Uncategorised,2592.7,pc.,0.0,2026-07-27 (wequote_export)
9155036,2N IP Verso Touch Display Module,Uncategorised,21253.93,pc.,0.0,2026-07-27 (wequote_export)
9155045,SAVANT - 9155045 - 2N IP VERSO - FINGERPRINT READER SAVANT 9155045,External Access Control Panels ,14176.61,pc.,0.0,2026-07-27 (wequote_export)
9157002,2N IP Style Surface Mount,IP Video Door Stations,2610.27,pc.,0.0,2026-07-27 (wequote_export)
9157101,2N IP Style,IP Video Door Stations,91365.66,pc.,0.0,2026-07-27 (wequote_export)
9158002,2N® IP One - Surface mount box,IP Video Door Stations,1845.12,pc.,0.0,2026-07-27 (wequote_export)
9158106,2N IP One Main Unit,IP Video Door Stations,43095.65,pc.,0.0,2026-07-27 (wequote_export)
9159010,2N® Security Relay,IP Video Door Stations,2914.59,pc.,0.0,2026-07-27 (wequote_export)
9160345,2N Access Unit 2.0 Bluetooth & RFID,Uncategorised,21428.57,pc.,0.0,2026-07-27 (wequote_export)
9160347,"2N® Access Unit 2.0 Touch keypad & Bluetooth & RFID - 125kHz,",External Access Control Panels ,25491.1,pc.,0.0,2026-07-27 (wequote_export)
916201,2N Access Unit QR,External Access Control Panels ,15360.1,pc.,0.0,2026-07-27 (wequote_export)
93608,MARINER MX62 BLACK,SONOS,21043.48,Pair,0.0,2026-07-27 (wequote_export)
93612,MARINER MX86 BLACK,Speakers,34956.52,Pair,0.0,2026-07-27 (wequote_export)
93614,MARINER MX52 SST BLACK,Speakers,12556.52,pc.,0.0,2026-07-27 (wequote_export)
93617,Mariner MX62 SST White,Speakers,17991.3,pc.,0.0,2026-07-27 (wequote_export)
93729,Sonance SA4-66 Complete speaker Kit with Micro Trim Grille,Speakers,46834.78,pc.,0.0,2026-07-27 (wequote_export)
93734,"6"" Visual Experience Extreme In-Wall Outdoor Speaker VXXT6",Uncategorised,28165.22,Pair,0.0,2026-07-27 (wequote_export)
93735,"8"" Visual Experience Extreme Round In-Ceiling Outdoor Speaker VXXT8R",Speakers,37330.43,Pair,0.0,2026-07-27 (wequote_export)
93736,"Sonance VXXT8RW Outdoor Extreme 8"" Round Sub Woofer",Uncategorised,23756.52,pc.,0.0,2026-07-27 (wequote_export)
93737,"VXXT10RW 10"" Passive Subwoofer",Uncategorised,27052.17,pc.,0.0,2026-07-27 (wequote_export)
96003,VX62,SONOS,10617.39,Pair,0.0,2026-07-27 (wequote_export)
96017,VX86R,Speakers,45817.39,Pair,0.0,2026-07-27 (wequote_export)
96089,VX80R,Speakers,15278.26,Pair,0.0,2026-07-27 (wequote_export)
9U1-R670-WW00,RUCKUS Unleashed R670 Wi-Fi 7 tri-band indoor concurrent wireless access point with 2x2 (2.4GHz) + 2x2 (5GHz) + 2x2 (6GHz) RF config uration. Wi-Fi 7 ,Access Points,35212.77,pc.,0.0,2026-07-27 (wequote_export)
9U1-T350-WW20,"RUCKUS Unleashed T350c, omni, outdoor access point, 802.11ax 2x2:2 internal BeamFlex+, dual band concurrent. One Ethernet port, PoE input. -20C to 65C",Access Points,18024.69,pc.,0.0,2026-07-27 (wequote_export)
A-BB13-B01070,MEGAnet Cs CABLE SM SSA MINI 75m 24-OD 5.6mm (100m),AI CCTV,1669.08,pc.,0.0,2026-07-27 (wequote_export)
A-BB13-B01750,MEGAnet Cs Cable SM NHD CST 08 - 100m,Data Points,2277.46,pc.,0.0,2026-07-27 (wequote_export)
A-BB13-B01850,Meganet Cs Cable SM NHD CST 24 1.150M,Uncategorised,1718.81,pc.,0.0,2026-07-27 (wequote_export)
A-BE34-B00450,MEGAnet PANEL BRUSH 50mm,Uncategorised,93.08,pc.,0.0,2026-07-27 (wequote_export)
A-BH13-COO100,MEGANNET Cs CABLE SOLID CATS 6 GREY,Uncategorised,791.61,pc.,0.0,2026-07-27 (wequote_export)
A-BH19-B00150,MEGAnet Qs CABLE SOLID U/UTP CAT5e V2 - Grey,Uncategorised,607.82,pc.,0.0,2026-07-27 (wequote_export)
A-BH19-B00175,MEGAnet Qs Cable Solid CAT%E V Yello,Uncategorised,600.99,pc.,0.0,2026-07-27 (wequote_export)
A-BH19-C01000,MEGAnet Qs PANEL CAT6 24 PORT - Complete,Uncategorised,342.95,pc.,0.0,2026-07-27 (wequote_export)
A-BH25-B00250,MEGANET CABLE 500M ,Uncategorised,763.8,pc.,0.0,2026-07-27 (wequote_export)
A-BQ10-B00850,MEGANET TAPE NITTO BLACK,Uncategorised,20.2,pc.,0.0,2026-07-27 (wequote_export)
A-BQ10-B01000,MEGAnet CABLE TIES BLACK 100x2.5mm T18R  (100pc),Uncategorised,19.16,pc.,0.0,2026-07-27 (wequote_export)
A-BQ10-B01200,MEGANE CABLE TIES BLACK,Uncategorised,57.89,pc.,0.0,2026-07-27 (wequote_export)
A-BQ10-B01300,MEGAnet CABLE TIES BLACK 305x4.7mm,Uncategorised,110.28,pc.,0.0,2026-07-27 (wequote_export)
A2,Amplifier,Amplifiers & Receivers,233406.52,Each,0.0,2026-07-27 (wequote_export)
A9188,Network I/O Relay Module,External Access Control Panels ,17391.3,pc.,0.0,2026-07-27 (wequote_export)
ACB-AC,Ubiquiti UISP airCube AC WiFi Access Point | ACB-AC,Uncategorised,1975.0,pc.,0.0,2026-07-27 (wequote_export)
ACB-ISP,Ubiquiti UISP airCube ISP WiFi Access Point | ACB-ISP,Uncategorised,650.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
ACEG1R21BLK,Sonos Ace Black (S49),SONOS,8694.78,pc.,0.0,2026-07-27 (wequote_export)
ACOUSTIC- 60/35-B,"Acoustisorb Treatment Panel - Thermally Bonded Polyester, 1200mm x 600mm x 35mm, Black",Acoustic Treatment,533.33,pc.,0.0,2026-07-27 (wequote_export)
ADA-CAR-DUO,ADA-CAR-DUO CAR ,Uncategorised,193.0,pc.,0.0,2026-07-27 (wequote_export)
ADA-MHDMI-HDMI-L,LINDY MICRO HDMI F TO HDMI M ADAPTER,Uncategorised,489.7,pc.,0.0,2026-07-27 (wequote_export)
AF-11,Ubiquiti UISP airFiber 11GHz Radio | AF-11,Uncategorised,23175.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AF-11DUPH,Ubiquiti UISP airFiber 11GHz High Band Duplexer | AF-11-DUP-H,Uncategorised,5215.0,pc.,0.0,2026-07-27 (wequote_export)
AF-11DUPL,Ubiquiti UISP airFiber 11GHz Low Band Duplexer | AF-11-DUP-L,Uncategorised,4325.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AF-11KIT,Ubiquiti UISP airFiber 11GHz Dish Radio and Duplexer Kit | AF11-Complete-LB,Uncategorised,35995.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AF-5XHD,Ubiquiti UISP airFiber 5XHD 5GHz Radio | AF-5XHD,Uncategorised,9475.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AF-60LR,Ubiquiti UISP airFiber 60GHz Long Range Radio | AF60-LR,Uncategorised,9045.0,pc.,0.0,2026-07-27 (wequote_export)
AGA-03TXRM-OE,Garage Opening Kit,Alarm,395.0,pc.,0.0,2026-07-27 (wequote_export)
AIR-D523X,Ubiquiti UISP airFiberX 5GHz 23dBi 45° Slant Dish Antenna | AF-5G23-S45,Uncategorised,2350.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-D530,Ubiquiti UISP airMAX 5GHz 30dBi Dish Antenna | RD-5G30,Uncategorised,3175.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-D530LW,Ubiquiti UISP airMAX 5GHz 30dBi Light Weight Dish Antenna | RD-5G30-LW,Uncategorised,2275.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-D530X,Ubiquiti UISP airFiberX 5GHz 30dBi 45° Slant Dish Antenna | AF-5G30-S45,Uncategorised,2775.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-D534,Ubiquiti UISP airMAX 5GHz 34dBi Dish Antenna | RD-5G34,Uncategorised,7275.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-D534X,Ubiquiti UISP airFiberX 5GHz 34dBi 45° Slant Dish Antenna | AF-5G34-S45,Uncategorised,7575.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-O510,Ubiquiti UISP airMAX 5GHz 10dBi Omni Antenna | AMO-5G10,Uncategorised,2650.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-O513,Ubiquiti UISP airMAX 5GHz 13dBi Omni Antenna | AMO-5G13,Uncategorised,3450.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-S215,Ubiquiti UISP airMAX 2GHz 15dBi 120° Sector Antenna | AM-2G15-120,Uncategorised,3495.0,pc.,0.0,2026-07-27 (wequote_export)
AIR-S516,Ubiquiti UISP airMAX 5GHz 16dBi 120° Sector Antenna | AM-5G16-120,Uncategorised,1695.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-S517,Ubiquiti UISP airMAX 5GHz 17dBi 90° Sector Antenna | AM-5G17-90,Uncategorised,1650.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-S519,Ubiquiti UISP airMAX 5GHz 19dBi 120° Sector Antenna | AM-5G19-120,Uncategorised,2895.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-S520,Ubiquiti UISP airMAX 5GHz 20dBi 90° Sector Antenna | AM-5G20-90,Uncategorised,2950.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-S521AC,Ubiquiti UISP airMAX AC 5GHz 21dBi 60° Sector Antenna | AM-5AC21-60,Uncategorised,4295.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AIR-S522AC,Ubiquiti UISP airMAX AC 5GHz 22dBi 45° Sector Antenna | AM-5AC22-45,Uncategorised,4275.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
AJAX-AD-RELAY-B,AJAX Security - Automation - Relay low current remote control with dry contact,Alarm,784.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-FP-2-RB-INDR-B,Black Wireless FireProtect 2 RB (Heat/Smoke/CO) Detector,Uncategorised,2483.23,pc.,0.0,2026-07-27 (wequote_export)
AJAX-FP-2-RB-INDR-W,AJAX Security - Wireless Indoor FireProtect 2 White,Alarm,2524.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-HUB-2-4G-W,AJAX Security - Hub 2 4G 2 x SIM and Ethernet Port and Photo Verification Support White,Alarm,7390.43,pc.,0.0,2026-07-27 (wequote_export)
AJAX-KP-TS-B,AJAX Security - Black Wireless Keypad Touch Screen,Alarm,7665.14,pc.,0.0,2026-07-27 (wequote_export)
AJAX-MC-OUT-W,AJAX Security - MotionCam Jeweller - White Wireless Outdoor Motion Detector with Photo Verification,Alarm,4322.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-MC-PHOD-INDR-W,AJAX Security - MotionCam PhoD Wireless Motion sensor with photo function White,Alarm,2703.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-MP-INDR-B,AJAX Security - MotionProtect - Black Wireless Pet Immune Indoor Motion Detector,Alarm,987.85,pc.,0.0,2026-07-27 (wequote_export)
AJAX-MP-INDR-W,AJAX Security - MotionProtect Wireless Motion Detector Pet Immune White,Alarm,1012.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-MP-OUT-W,AJAX Security - MotionProtect - White Wireless Outdoor Motion Detector with Anti-Masking & Pet Immunity,Alarm,2918.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-PB-H-W,AJAX Security - Button Holder for Button/Double Button White,Unassigned,86.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-PB-W,AJAX Security - Wireless Smart Panic and Control Button Jeweller White,Unassigned,562.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-REX-2-INDR-W,"AJAX Security - ReX 2 Jeweller - White Indoor Radio Signal Range Extender, with photo verification",Alarm,3141.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-REX-INDR-B,AJAX Security - ReX Jeweller - Black Indoor Radio Signal Range Extender,Alarm,3141.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-S-TR-INDR,AJAX Security - Single WiFi Transmitter Module Indoor,Alarm,899.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-SC-FOB-B,AJAX Security - SpaceControl Wireless Fob Remote Black,Uncategorised,562.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-SS-OUT-B,AJAX Security - StreetSiren Jeweller - Black Outdoor Wireless Siren,Alarm,2243.0,pc.,0.0,2026-07-27 (wequote_export)
AJAX-SS-OUT-W,AJAX Security - StreetSiren Jeweller - White Outdoor Wireless Siren,Uncategorised,2243.0,pc.,0.0,2026-07-27 (wequote_export)
ALTITUDE 16,"Equipped with Dolby Atmos, Auro-3D, and DTS:X Pro immersive audio decoders, the Altitude16 renders up to 20 discrete channels of information, natively",AVR,380000.0,pc.,0.0,2026-07-27 (wequote_export)
AltitudeCI-8,"AltitudeCI brings Trinnov’s exclusive active acoustics technologies to the world of custom integration, with native support for DanteⓇ and AES67, a sc",AVR,197391.3,pc.,0.0,2026-07-27 (wequote_export)
AMP-F10,EverSolo AMP-F10 Power Amplifier,Amplifiers and Streamers,50434.78,pc.,0.0,2026-07-27 (wequote_export)
AMP-F2,EverSolo AMP-F2 Stereo AMP,Amplifiers and Streamers,16521.74,pc.,0.0,2026-07-27 (wequote_export)
AMP20,"12x 200W, Custom Switching Amplifiers, Exclusive HDAM, Selectable Output Modes",Uncategorised,125208.7,pc.,0.0,2026-07-27 (wequote_export)
Amplitude 16,The Amplitude16 is the most versatile power amplifier ever designed to address the varying needs of your immersive home theater.  Designed for immersi,AVR,221739.13,pc.,0.0,2026-07-27 (wequote_export)
AN320SWR8POE,Araknis AN320SWR8POE L2 Switch,Access Points,14490.0,pc.,0.0,2026-07-27 (wequote_export)
ANT-4GD,3G/4G 6dBi Desktop Antenna with SMA Male,Uncategorised,295.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
ANT-D530,MikroTik mANT30 5GHz 30dBi Dish Antenna | MTAD-5G-30D3,Uncategorised,4165.0,pc.,0.0,2026-07-27 (wequote_export)
ANT-D530PA,MikroTik mANT30 5.8GHz 30dBi Precision Alignment Dish | MTAD-5G-30D3-PA,Uncategorised,4695.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
ANT-LORA,MikroTik LoRa 6.5dBi Antenna Kit | 868_Omni_antenna,Uncategorised,995.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
ANT-MLTE,MikroTik mANT LTE 5o 5dBi Omni Antenna | MTAO-LTE-5D-SQ,Uncategorised,375.0,pc.,0.0,2026-08-05 (scoop retail-incl-VAT as D-One ex-VAT price)
