sku,manufacturer_sku,manufacturer_name,short_description,sell_price,srp_price,currency_id,wequote_id
SHA-B7CLBA-00,,SAVANT,CORNER MOUNT: LEFT IDLER (BLACK ALUMINUM),6302.61,0,ZAR,1209445
SHA-B7CLSA-00,,SAVANT,CORNER MOUNT: LEFT IDLER (SILVER ALUMINUM),6302.61,0,ZAR,1209446
SHA-B8CRBA-00,,SAVANT,CORNER MOUNT: RIGHT DRIVE (BLACK ALUMINUM),6302.61,0,ZAR,1209451
SHA-B8CRSA-00,,SAVANT,CORNER MOUNT: RIGHT DRIVE (SILVER ALUMINUM),6302.61,0,ZAR,1209452
SHA-B7CRBA-00,,SAVANT,CORNER MOUNT: RIGHT IDLER (BLACK ALUMINUM),6302.61,0,ZAR,1209447
SHA-B7CRSA-00,,SAVANT,CORNER MOUNT: RIGHT IDLER (SILVER ALUMINUM),6302.61,0,ZAR,1209448
ECS1552P,,EnGenius,COUD MANAGEMENT SWITCH 48 GE 4 GE SFP IEEE802.3AT/AF 410W POE POWER BUDGET 19INCH 1U RACK,30260,0,ZAR,1208340
V650906-00,,Dali,CROSSOVER EPICON 6,773.91,0,ZAR,1209656
V600239-00,,Dali,CROSSOVER W/TERMINAL OBERON VOKAL,1730.43,0,ZAR,1209655
V600218-00,,Dali,CROSSOVER W/TERMINAL OPTICON 8 spare part,3730.43,0,ZAR,1209653
V600219-00,,Dali,CROSSOVER W/TERMINAL OPTICON VOKAL,1730.43,0,ZAR,1209654
V650915-00,,Dali,CROSSOVER W/TERMINAL RUBICON VOKAL,1730.43,0,ZAR,1209657
V600020-00,,Dali,CROSSOVER W/TERMINAL ZENSOR 7,1121.74,0,ZAR,1209652
C11125K,,Cambridge Audio,CXA61 Integrated Stereo Amplifier Luna Grey,24346.96,0,ZAR,1208033
C11129K,,Cambridge Audio,CXA81 Integrated Stereo Amplifier Luna Grey,33042.61,0,ZAR,1208034
C11133K,,Cambridge Audio,CXC v2  Dedicated CD Transport Luna Grey,16520.87,0,ZAR,1208035
C11137K,,Cambridge Audio,CXN v2 ATF2™ Upsampling Network Player Luna Grey,31303.48,0,ZAR,1208036
D500LCRBL,,Jamo,D 500 LCR High Gloss Black,7825.22,0,ZAR,1208129
D500SURBL,,Jamo,D 500 Surround High Gloss Black,13912.17,0,ZAR,1208131
D600SURL,,Jamo,D 600 Surround LEFT,8252.17,0,ZAR,1208133
D600SURR,,Jamo,D 600 Surround RIGHT,8252.17,0,ZAR,1208134
D500LCRWH,,Jamo,D500 LCR High Gloss White,7825.22,0,ZAR,1208130
D500SURWH,,Jamo,D500 SUR White,13912.17,0,ZAR,1208132
C11217,,Cambridge Audio,DAC MAGIC 200M Luna Grey UK/EU/CU,17390.43,0,ZAR,1208038
C10501,,Cambridge Audio,DacMagic 100  Black Digital to Analogue Converter,5216.52,0,ZAR,1208013
C10500,,Cambridge Audio,DacMagic 100  Silver Digital to Analogue Converter,5215.65,0,ZAR,1208012
383610,,Dali,DALI CONNECT STAND E-600 BLACK Pair,4346.96,0,ZAR,1207560
383611,,Dali,DALI CONNECT STAND E-600 WHITE,4346.96,0,ZAR,1207561
OBERON 1 WAL,,Dali,DALI OBERON 1 DARK WALNUT,7817.39,0,ZAR,1208834
OBERON 9 B,,Dali,DALI OBERON 9 BLACK ASH,36520.87,0,ZAR,1208845
OBERON 9 WAL,,Dali,DALI OBERON 9 DARK WALNUT,36520.87,0,ZAR,1208846
OPTICON 6 MK2 TO,,Dali,DALI OPTICON 6 MK2 TOBACCO OAK,34781.74,0,ZAR,1208867
OPTICON LCR MK2 B,,Dali,DALI OPTICON LCR MK2 BLACK,14781.74,0,ZAR,1208870
OPTICON LCR MK2 WH,,Dali,DALI OPTICON LCR MK2 WHITE,14781.74,0,ZAR,1208871
SUB E-9 F BS,,Dali,DALI SUB E-9 F BLACK SATIN 220-240 V,9991.3,0,ZAR,1209572
CON-10GEN-00,,SAVANT,DB-9 MINI GENDER CHANGER (10-PACK),2060,0,ZAR,1208105
CON-1GEN-00,,SAVANT,DB-9 MINI GENDER CHANGER SINGLE,205.22,0,ZAR,1208110
DAC,,HDANYWHERE,Digital to Analogue Converter,1295.65,0,ZAR,1208135
C11228K,,Cambridge Audio,Direct Drive Turntable with Bluetooth Aptx HD,52173.04,0,ZAR,1208041
DMX-DRIVER1-00,,SAVANT,DMX DRIVER WITH INTEGRATED POWER SUPPLY,4308.7,0,ZAR,1208249
952020-0-0,,Dali,DOGLEG PHANTOM SERIE ORANGE,1730.43,0,ZAR,1207939
9155036,,SAVANT,DOOR STATION DISPLAY,0,0,ZAR,1207664
9155031B,,SAVANT,DOOR STATION KEYPAD MODULE BLACK,9156.52,0,ZAR,1207662
9155031,,SAVANT,DOOR STATION KEYPAD MODULE SILVER,0,0,ZAR,1207661
DRAGONTAILAND,,AudioQuest,DRAGON TAIL ANDROID,695.65,0,ZAR,1208270
DRAGONTAIL,,AudioQuest,DRAGON TAIL USB EXTENDER,695.65,0,ZAR,1208269
DRAGONFLYCOBG,,AudioQuest,DragonFly Cobalt  Global,8695.65,0,ZAR,1208267
DRAGONFLYBLKG,,AudioQuest,DRAGONFLY DAC BLACK 1.5 Global,3304.35,0,ZAR,1208266
DRAGONFLYREDG,,AudioQuest,DRAGONFLY DAC RED GLOBAL,6260.87,0,ZAR,1208268
SHA-B6BA-00,,SAVANT,DUAL MOTOR MOUNT (BLACK ALUMINUM),10772.17,0,ZAR,1209443
SHA-B6SA-00,,SAVANT,DUAL MOTOR MOUNT (SILVER ALUMINUM),10772.17,0,ZAR,1209444
C10935,,Cambridge Audio,Duo MC Phono Amplifier,11303.48,0,ZAR,1208023
E-80 SG,,Dali,E-80 Square Grill,1129.57,0,ZAR,1208320
DLA-N9BE,,JVC Projectors,e-shift 5 8K/2200lm/100000:1/Dynamic 1M:1 HDR/High Quality Image with Low latency mode,433913,0,ZAR,1208157
WP3-BK0002-00,,SAVANT,ECHO AUXILIARY CONTROL BLACK,984.35,0,ZAR,1209740
WP3-LA0002-00,,SAVANT,ECHO AUXILIARY CONTROL LIGHT ALMOND,984.35,0,ZAR,1209741
WP3-SW0002-00,,SAVANT,ECHO AUXILIARY CONTROL SNOW WHITE,984.35,0,ZAR,1209742
WPB-BKENGV-00,,SAVANT,ECHO CONFIGURABLE KEYPAD ENGRAVING (BLACK),685.22,0,ZAR,1209743
WPB-LAENGV-00,,SAVANT,ECHO CONFIGURABLE KEYPAD ENGRAVING (LIGHT ALMOND),685.22,0,ZAR,1209746
WPB-SWENGV-00,,SAVANT,ECHO CONFIGURABLE KEYPAD ENGRAVING (SNOW WHITE),685.22,0,ZAR,1209749
WPK-LAENGV-00,,SAVANT,ECHO DIAL KEYPAD ENGRAVING (LIGHT ALMOND),685.22,0,ZAR,1209753
WPK-SWENGV-00,,SAVANT,ECHO DIAL KEYPAD ENGRAVING (SNOW WHITE),685.22,0,ZAR,1209755
WPB-BKLV06-00,,SAVANT,ECHO LOW VOLTAGE CONFIGURABLE KEYPAD (BLACK),6155.65,0,ZAR,1209745
WPB-LALV06-00,,SAVANT,ECHO LOW VOLTAGE CONFIGURABLE KEYPAD (LIGHT ALMOND),6155.65,0,ZAR,1209748
WPB-SWLV06-00,,SAVANT,ECHO LOW VOLTAGE CONFIGURABLE KEYPAD (SNOW WHITE),7965.2174,0,ZAR,1209751
WPK-BKLV05-00,,SAVANT,ECHO LOW VOLTAGE DIAL KEYPAD (BLACK),6155.65,0,ZAR,1209752
WPK-LALV05-00,,SAVANT,ECHO LOW VOLTAGE DIAL KEYPAD (LIGHT ALMOND),6155.65,0,ZAR,1209754
WPK-SWLV05-00,,SAVANT,ECHO LOW VOLTAGE DIAL KEYPAD (SNOW WHITE),6155.65,0,ZAR,1209756
WPB-BKLV02-00,,SAVANT,ECHO LOW VOLTAGE PADDLE KEYPAD (BLACK),4308.7,0,ZAR,1209744
WPB-LALV02-00,,SAVANT,ECHO LOW VOLTAGE PADDLE KEYPAD (LIGHT ALMOND),4308.7,0,ZAR,1209747
WPB-SWLV02-00,,SAVANT,ECHO LOW VOLTAGE PADDLE KEYPAD (SNOW WHITE),4308.7,0,ZAR,1209750
WPX-BKLV06-00,,SAVANT,ECHO WIRELESS CONFIGURABLE KEYPAD WITH DMX CONTROL (BLACK),13430.43,0,ZAR,1209757
WPX-LALV06-00,,SAVANT,ECHO WIRELESS CONFIGURABLE KEYPAD WITH DMX CONTROL (LIGHT ALMOND),13430.43,0,ZAR,1209758
WPX-SWLV06-00,,SAVANT,ECHO WIRELESS CONFIGURABLE KEYPAD WITH DMX CONTROL (SNOW WHITE),13430.43,0,ZAR,1209759
C10925,,Cambridge Audio,Edge A Integrated Amplifier Dark Grey,147825.22,0,ZAR,1208019
C11214,,Cambridge Audio,Edge M Power Amplifier Luna Grey,104346.96,0,ZAR,1208037
C10927,,Cambridge Audio,Edge NQ Network Player Dark Grey,130433.91,0,ZAR,1208021
C10926,,Cambridge Audio,Edge W Power Amplifier Dark Grey,104346.96,0,ZAR,1208020
EFC6215,,Vogels,EFC 6215 CEILING MOUNT KIT,3078.26,0,ZAR,1208357
EFF8230,,Vogels,EFF 8230 TV Floor Stand,5216.52,0,ZAR,1208358
EFF8330,,Vogels,EFF 8330 TV Floor Stand,5216.52,0,ZAR,1208359
EFW8105,,Vogels,EFW 8105 Fixed TV Wall Mount,391.3,0,ZAR,1208360
EFW8206,,Vogels,EFW 8206 Fixed TV Wall Mount,1182.61,0,ZAR,1208361
EFW8305,,Vogels,EFW 8305 Fixed TV Wall Mount,1643.48,0,ZAR,1208362
EWS850AP,,EnGenius,ENGENIUS 11 a/b/g/n/ac/ax Dual Band Concurrent Outdoor Managed AP 2Tx+2Rx: 574+1200Mbps 1 x 10/100/,11239.13,0,ZAR,1208402
EWS330AP,,EnGenius,ENGENIUS 11ac Wave 2  5Ghz aand 24Ghs. EWS330AP is a compact Indoor AP that is also incredibly powe,3025.22,0,ZAR,1208390
EWS355AP,,EnGenius,ENGENIUS 11ac Wave 2  5Ghz aand 24Ghs. EWS355AP is a compact Indoor AP that is also incredibly powe,4427.83,0,ZAR,1208392
EWS511AP,,EnGenius,ENGENIUS 11ac/b/g/n Dual Band Concurrent Indoor Managed AP 2Tx+2Rx: 300+433Mbps 1 x 10/100/1000/250,2593.04,0,ZAR,1208396
EWS860AP,,EnGenius,ENGENIUS 2.4GHz/5GHz Dual Band Antenna External 3 x 5 dBi (2.4 GHz) 3 x 7 dBi (5GHz) Speed: 3 x 3 1,27921.74,0,ZAR,1208403
EWS1200-28TFP,,EnGenius,Engenius 24 Port Gigabit POE Managed switch,15778.26,0,ZAR,1208388
EWS7926EFP,,EnGenius,ENGENIUS 24 Port. 2 xSFP.10G POE + 410w. 50 x Managed AP.,17727.83,0,ZAR,1208399
EWS330AP-KIT,,EnGenius,EnGenius 2x2 AV Wave 2 kit with 3 AP,7997.39,0,ZAR,1208391
EWS7952FP,,EnGenius,ENGENIUS 48 Port. 4 SFP. 1000Mbps PoE+ 740w. 104Gps Switching. L2 Managed PoE+ Switch features simp,30260,0,ZAR,1208401
EWS5912FP,,EnGenius,ENGENIUS 8 Port. 2 SFP. 1000Mbps PoE+ 130w. 24Gps Switching. L2 Managed PoE+ Switch features simpli,7564.35,0,ZAR,1208398
EWS2910P,,EnGenius,ENGENIUS 8 Port. 2 SFP. 1000Mbps PoE+ 61.6w. 802.3af. 20Gps Switching. L2 Managed features simplifi,4754.78,0,ZAR,1208389
EWS385AP,,EnGenius,ENGENIUS Band 2.4 GHz/5GHz TRI BAND Antenna Type: Internal 2 x 4 dBi  (2.4Ghz): Internal 4 x 5 dBi,6513.91,0,ZAR,1208395
EWS357AP,,EnGenius,ENGENIUS Band 2.4GHz/5GHz Dual Band Antenna 2 x3 dBi Speed 2 x 2 11ax,5403.48,0,ZAR,1208393
EWS377AP,,EnGenius,EnGenius Band 2.4GHz/5GHz Dual Band Antenna 4 x3 dBi Speed 4 X 4 11ax,7780.87,0,ZAR,1208394
ECW260,,EnGenius,ENGENIUS Cloud Managed AP 11 a/b/g/n/ac/ax Dual Band Concurrent Outdoor AP 2Tx+2Rx: 574+1200Mbps 1,12535.65,0,ZAR,1208352
ECS5512,,EnGenius,ENGENIUS Cloud Managed Switch with 8 x 10G + 4 x SFP+ internal power supply 13inch 1U rack-mountabl,25937.39,0,ZAR,1208343
ECS5512FP,,EnGenius,ENGENIUS Cloud Managed Switch with 8 x 10G PoE + 4 x SFP+ IEEE802.3bt/at/af 240w PoE power budget i,32853.91,0,ZAR,1208344
ECW115,,EnGenius,ENGENIUS Cloud Managed Wall-Plate AP 11ac wave2 a/b/g/n 2Tx+2Rx: 400+867Mbps 2 x 10/100/1000Mbps LA,3414.78,0,ZAR,1208345
ECW230,,EnGenius,ENGENIUS Cloud Management AP 11 ax/ac/b/g/n Dual Band Concurrent Ceiling Mount AP 4Tx+4Rx: 1148+240,10158.26,0,ZAR,1208350
ECW120,,EnGenius,ENGENIUS Cloud Management AP 11ac wave2/a/b/g/n Dual Band Concurrent Ceiling Mount AP 1 x 10/100/10,3890.43,0,ZAR,1208346
ECW160,,EnGenius,ENGENIUS Cloud Management AP 11ac wave2/a/b/g/n Dual Band Concurrent Outdoor AP 1 x 10/100/1000 Mbp,6916.52,0,ZAR,1208347
ECS1112FP,,EnGenius,ENGENIUS Cloud Management Switch with 8 GE PoE + 2 GE + 2 GE SFP IEEE802.3at/af 130w PoE power budg,7564.35,0,ZAR,1208334
EWS1025CAM,,EnGenius,ENGENIUS Combines ultra-fast mesh Wi-Fi and clear surveillance in a simple space saving design. Eli,8446.09,0,ZAR,1208387
ECS1528FP,,EnGenius,ENGENIUS Coud Management Switch with 24 GE + 4 10GE SFP+ IEEE802.3at/af 410w PoE power budget inter,20317.39,0,ZAR,1208336
ECS1528,,EnGenius,ENGENIUS Coud Management Switch with 24 GE + 4 10GE SFP+ internal power supply 19inch 1U rack-mount,13184.35,0,ZAR,1208335
ECS1552FP,,EnGenius,ENGENIUS Coud Management Switch with 48 GE + 4 10GE SFP+ IEEE802.3at/af 740w PoE power budget inter,32421.74,0,ZAR,1208339
Sky Key 1,,EnGenius,ENGENIUS Management Platform with 1G LAN (PoE 802.3af/at) + 1G LAN DC 12V Input,3335.65,0,ZAR,1209480
EWS7928P,,EnGenius,ENGENIUS Ports: 24 Gigabit SFP Slots: 4 x 100/1000Mbps PoE Budget: 185w  Managed APs: 50,13833.04,0,ZAR,1208400
SFP-GLC-SX-MM,,EnGenius,EnGenius SFP Module - gigabit - Single Mode Fiber,731.3,0,ZAR,1209407
SFP-GLC-LH-SM,,EnGenius,ENGENIUS SFP Module - gigabit - Single Mode Fiber 10k Multimode Fiber 550m,731.3,0,ZAR,1209406
EWS550AP,,EnGenius,ENGENIUS Wall Mounted Advanced 11ac Wave 2 In room wofo operating on both 5 Ghz and 24 Ghz with 3 o,3890.43,0,ZAR,1208397
ECS1008P,,EnGenius,ENGENIUS Wireless Management Switch with 8 GE PoE IEEE802.3af PoE Budget 55w External Power Adapter,5403.48,0,ZAR,1208333
EPC6545,,Vogels,EPC 6545 Projector Ceiling Mount,3477.39,0,ZAR,1208364
EPICON 2 RM,,Dali,EPICON 2 RUBY MACAS BOOKSHELF SPEAKER,83469.57,0,ZAR,1208365
EPICON 2 WAL,,Dali,EPICON 2 WALNUT BOOKSHELF SPEAKER,83469.57,0,ZAR,1208366
EPICON 6 RM,,Dali,EPICON 6 RUBY MACAS FLOOR STANDING SPEAKER,156513.04,0,ZAR,1208367
EPICON 6 W,,Dali,EPICON 6 WHITE FLOOR STANDING SPEAKER,156513.04,0,ZAR,1208368
EPICON 8 RM,,Dali,EPICON 8 RUBY MACAS FLOOR STANDING SPEAKER,260860.87,0,ZAR,1208370
EPICON 8 WAL,,Dali,EPICON 8 WALNUT FLOOR STANDING SPEAKER,260860.87,0,ZAR,1208372
EPICON 8 W,,Dali,EPICON 8 WHITE FLOOR STANDING SPEAKER,260860.87,0,ZAR,1208371
EPICON STAND,,Dali,EPICON STAND SPEAKER STAND,16513.04,0,ZAR,1208373
EPICON VOK RM,,Dali,EPICON VOKAL RUBY MACAS CENTER SPEAKER,74781.74,0,ZAR,1208374
EPICON VOK WAL,,Dali,EPICON VOKAL WALNUT CENTER SPEAKER,74773.91,0,ZAR,1208376
EPICON VOK W,,Dali,EPICON VOKAL WHITE CENTER SPEAKER,74773.91,0,ZAR,1208375
EPW6565,,Vogels,EPW 6565 Projector Wall Mount,4346.96,0,ZAR,1208378
E10MTWW1BLK,,Sonos,Era 100 Mount WW (Black),1477.39,0,ZAR,1208326
E10MTWW1,,Sonos,Era 100 Mount WW (White),1477.39,0,ZAR,1208325
E10FSWW1BLK,,Sonos,Era 100 Stand WW (Black),3042.61,0,ZAR,1208322
E10FSWW1,,Sonos,Era 100 Stand WW (White),3042.61,0,ZAR,1208321
E30MTWW1BLK,,Sonos,Era 300 Mount WW (Black),1738.26,0,ZAR,1208332
E30MTWW1,,Sonos,Era 300 Mount WW (White),1738.26,0,ZAR,1208331
E30FSWW1BLK,,Sonos,Era 300 Stand WW (Black),3303.48,0,ZAR,1208328
E30FSWW1,,Sonos,Era 300 Stand WW (White),3303.48,0,ZAR,1208327
C5181,,Cambridge Audio,ES20 Incognito 5.25' Outdoor Speaker White,7825.22,0,ZAR,1208043
C6181,,Cambridge Audio,ES30 Incognito 6' Outdoor Speaker White,10433.91,0,ZAR,1208044
C11222,,Cambridge Audio,Evo 75 75 Watt All-In-One Player Black,60868.7,0,ZAR,1208039
ESN-AVB12E-01,,SAVANT,EXTREME NETWORKS 12 PORT AVB SWITCH,53421.7391,0,ZAR,1208379
ESN-AVB12POE-01,,SAVANT,EXTREME NETWORKS 12 PORT AVB SWITCH WITH POE,71222.61,0,ZAR,1208380
ESN-AVB24E-01,,SAVANT,EXTREME NETWORKS 24 PORT AVB SWITCH,71222.61,0,ZAR,1208381
ESN-AVB24POE-01,,SAVANT,EXTREME NETWORKS 24 PORT AVB SWITCH WITH POE,97930.43,0,ZAR,1208382
FAU3125,,Vogels,FAU 3125 AUTOLOCK DISPLAY INTERFACE VESA MIS D-E + 20X20CM,1513.04,0,ZAR,1208406
FAU3150,,Vogels,FAU 3150 AUTOLOCK DISPLAY INTERFACE VESA MIS-F,2904.35,0,ZAR,1208407
FAU-D,,Vogels,FAU-D INTERFACE VESA MIS-D FOR PFC 915-918 PFA 9030,495.65,0,ZAR,1208404
FAU-E,,Vogels,FAU-E Interface,513.04,0,ZAR,1208405
FAZON LCR ST,,Dali,FAZON LCR STAND DESKTOP SPEAKER STAND,3643.48,0,ZAR,1208408
FAZON M/W,,Dali,FAZON MIKRO WHITE PR SATELLITE SPEAKER,6773.91,0,ZAR,1208410
FAZON LCR W,,Dali,FAZON WHITE LEFT CENTER RIGHT,8686.96,0,ZAR,1208409
FTK-F2000-01,,SAVANT,FIBER TERMINATION KIT,34197.39,0,ZAR,1208495
CON-FSFP10-00,,SAVANT,FIBER TRANSCEIVER MODULE (10 PACK),22188.7,0,ZAR,1208115
CON-FSFP1-00,,SAVANT,FIBER TRANSCEIVER MODULE (SINGLE),2376.52,0,ZAR,1208114
FIBREMAX100M,,HDANYWHERE,Fibre Optic MAX HDMI 100m,16086.96,0,ZAR,1208462
FIBREMAX50M,,HDANYWHERE,Fibre Optic MAX HDMI 50m,12000,0,ZAR,1208463
FIBREMAX75M,,HDANYWHERE,Fibre Optic MAX HDMI 75m,13913.04,0,ZAR,1208464
TVM 3205,,Vogels,FIXED MOUNT SMALL,868.7,0,ZAR,1209618
PFW910,,Vogels,Fixed Wall Bracket for FAU3125/3150,608.7,0,ZAR,1209102
SHA-B4MANUALBA-00,,SAVANT,FLOATING/OUTSIDE MOUNT(MANUAL): DRIVE SIDE (BLACK ALUMINUM),10700.87,0,ZAR,1209433
SHA-B4MANUALSA-00,,SAVANT,FLOATING/OUTSIDE MOUNT(MANUAL): DRIVE SIDE (SILVER ALUMINUM),10700.87,0,ZAR,1209434
SHA-B4BA-00,,SAVANT,FLOATING/OUTSIDE MOUNT: DRIVE SIDE (BLACK ALUMINUM),5073.91,0,ZAR,1209431
SHA-B4BK-00,,SAVANT,FLOATING/OUTSIDE MOUNT: DRIVE SIDE (BLACK),3382.61,0,ZAR,1209432
SHA-B4SA-00,,SAVANT,FLOATING/OUTSIDE MOUNT: DRIVE SIDE (SILVER ALUMINUM),4406.09,0,ZAR,1209435
SHA-B4WH-00,,SAVANT,FLOATING/OUTSIDE MOUNT: DRIVE SIDE (WHITE),2937.39,0,ZAR,1209436
SHA-B3BA-00,,SAVANT,FLOATING/OUTSIDE MOUNT: IDLER SIDE (BLACK ALUMINUM),5073.91,0,ZAR,1209427
SHA-B3BK-00,,SAVANT,FLOATING/OUTSIDE MOUNT: IDLER SIDE (BLACK),3382.61,0,ZAR,1209428
SHA-B3SA-00,,SAVANT,FLOATING/OUTSIDE MOUNT: IDLER SIDE (SILVER ALUMINUM),5073.91,0,ZAR,1209429
SHA-B3WH-00,,SAVANT,FLOATING/OUTSIDE MOUNT: IDLER SIDE (WHITE),2937.39,0,ZAR,1209430
EPICON 6 WAL,,Dali,FLOOR STANDING SPEAKER,156513.04,0,ZAR,1208369
EPICON WAL,,Dali,FLOOR STANDING SPEAKER,74773.91,0,ZAR,1208377
9155015,,SAVANT,FLUSH MOUNT BACKBOX FOR KEYPAD DOOR STATION,2304.9429,0,ZAR,1207657
9155017,,SAVANT,FLUSH MOUNT BOX FOR SINGLE HEIGHT DOOR STATION,1162.61,0,ZAR,1207658
DOR-FM0B-00,,SAVANT,FLUSH MOUNT DOOR STATION BLACK,36628.7,0,ZAR,1208255
DOR-FM0S-00,,SAVANT,FLUSH MOUNT DOOR STATION SILVER,36628.7,0,ZAR,1208256
DOR-FMB-00,,SAVANT,FLUSH MOUNT SINGLE HEIGHT DOOR STATION BLACK,35611.3,0,ZAR,1208257
DOR-FMS-00,,SAVANT,FLUSH MOUNT SINGLE HEIGHT DOOR STATION SILVER,37002.6087,0,ZAR,1208258
V760149-00,,Dali,FRONT GRILLE SUB E-9 F BLACK,773.91,0,ZAR,1209658
TVM 3425,,Vogels,FULL MOTION MOUNT MEDIUM,3651.3,0,ZAR,1209624
TVM 3225,,Vogels,FULL MOTION MOUNT SMALL,2520.87,0,ZAR,1209620
TVM 3445,,Vogels,FULL MOTION+ MOUNT MED.,4694.78,0,ZAR,1209625
TVM 3245,,Vogels,FULL MOTION+ MOUNT SMALL,3042.61,0,ZAR,1209621
TVM 3625,,Vogels,FULL-MOTION MOUNT LARGE,4781.74,0,ZAR,1209628
SHA-MGEIG200-00,,SAVANT,GEIGER WIRED MOTOR WITH WIRED CONTROLS,14410.43,0,ZAR,1209462
TPE115GI,,EnGenius,GIGABIT POE+ INJECTOR,5278.26,0,ZAR,1209617
SKIN-ORBIT-GREY,,ICRealtime,GREY SILICON SKIN FOR THE ORBIT CAMERA,741.74,0,ZAR,1209477
RCC640-MK2-PCG-00,,SAVANT,GRILLE FOR DUAL 320 SUBS (PRE CONSTRUCTION),5143.48,0,ZAR,1209295
A23+B,,Parasound,Halo A23+ Power Amplifier BLACK,51295.65,0,ZAR,1207943
A23+S,,Parasound,Halo A23+ Power Amplifier Silver,51295.65,0,ZAR,1207944
HDASRX,,HDANYWHERE,HDA SRX Scaling Receiver,6521.74,0,ZAR,1208513
XTNDA300,,HDANYWHERE,HDANYWHERE  XTND 300m Audio Extender,3478.2609,0,ZAR,1209779
FIBRE-OPTICMAX8K20M,,HDANYWHERE,HDANYWHERE 20m 8K Ultra High Speed Fibre-Optic Max (48G),6520.87,0,ZAR,1208461
HDCPDONGLE,,HDANYWHERE,HDanywhere HDCP Dongle,1304.35,0,ZAR,1208515
HCX-4KHDR100-00,,SAVANT,HDBASET EXTENDERS WITH 4K HDR UP TO 100M,26589.57,0,ZAR,1208503
HCX-4KHDR40-00,,SAVANT,HDBASET EXTENDERS WITH 4K HDR UP TO 40M,15736.52,0,ZAR,1208504
HDCP2.2CON,,HDANYWHERE,HDCP Converter 2.2>1.4,1304.35,0,ZAR,1208514
OPADPWW1BLK,,Sonos,HDMI ARC to Optical Adaptor,1477.39,0,ZAR,1208862
SIGNALMANAGER,,HDANYWHERE,HDMI Signal and Audio Manager,6955.65,0,ZAR,1209473
DOR-HDFLBRICK-00,,SAVANT,HEAVY DUTY GATE STATION FLUSH MOUNT KIT FOR BRICK INSTALLATION,4312.17,0,ZAR,1208259
DOR-HDFLPLAST-00,,SAVANT,HEAVY DUTY GATE STATION FLUSH MOUNT KIT FOR PLASTER INSTALLATION,3487.83,0,ZAR,1208260
DOR-HDSMKB-00,,SAVANT,HEAVY DUTY SURFACE MOUNT GATE STATION WITH KEYPAD - BLACK,44767.83,0,ZAR,1208261
CBL-HDMI2M1-00,,SAVANT,HIGH SPEED CATEGORY HDMI 2.0 CABLE (1 METER),229.57,0,ZAR,1208074
CBL-HDMI2M2-00,,SAVANT,HIGH SPEED CATEGORY HDMI 2.0 CABLE (2 METER),306.09,0,ZAR,1208075
CBL-HDMI2M3-00,,SAVANT,HIGH SPEED CATEGORY HDMI 2.0 CABLE (3 METER),382.61,0,ZAR,1208076
CBL-HDMI2IN12F-00,,SAVANT,HIGH SPEED HDMI 2.0 FLAT CABLE (12 INCHES),957.39,0,ZAR,1208072
CBL-HDMI2IN6F-00,,SAVANT,HIGH SPEED HDMI 2.0 FLAT CABLE (6 INCHES),765.22,0,ZAR,1208073
IC206FG,,Jamo,IC 206 Flat Grill,4078.26,0,ZAR,1208552
IC208FG,,Jamo,IC 208 Flat Grill,4339.13,0,ZAR,1208554
IC404SLM,,Jamo,IC 404 Slim In-ceiling speaker,7208.7,0,ZAR,1208555
IC604SLM,,Jamo,IC 604 Slim In-ceiling speaker,8686.96,0,ZAR,1208557
IC206LCRFG,,Jamo,IC206LCR Flat Grill,3469.57,0,ZAR,1208553
IC408LCRFGII,,Jamo,IC408LCR Flat Grill v2,5208.7,0,ZAR,1208556
IC606FGII,,Jamo,IC606 v2 (Flat Grill),7556.52,0,ZAR,1208558
IC608LCRFGII,,Jamo,IC608LCR Flat Grill v2,6339.13,0,ZAR,1208559
IC610LCRFGII,,Jamo,IC610LCRFGII In-ceiling LCR,11295.65,0,ZAR,1208561
IC95CAN,,M&K Sound,IC95 Back can Pair,4520.87,0,ZAR,1208563
IC95,,M&K Sound,IC95 Pair Miller&Kreisel,18269.5652,0,ZAR,1208562
HD10TBSATA,,ICRealtime,ICREALTIME 10TB Surveillance Grade Recorder Hard Drive,22804.35,0,ZAR,1208506
NVR-EL128-4U12MP1,,ICRealtime,ICREALTIME 128 CH. EMBEDDED 4K NVR NO HDD ENHANCED H.265 SUPPORTS UP TO 12MP (No HDD Included).  (M,323665.22,0,ZAR,1208815
ICIP-D8123-IR,,ICRealtime,ICREALTIME 12MP 4K IP Indoor/Outdoor Full Size Vandal Dome. Varifocal 4.1-16.4 Motorized Lens (105°,27560.87,0,ZAR,1208567
IPEL-F12F-IRW1,,ICRealtime,ICREALTIME 12MP IP Indoor/Outdoor 360Â° Spherical Dome. 1.5mm Fisheye Lens (360Â°). 30 ft IR. Built,33072.17,0,ZAR,1208598
IPEL-B12V-IRW2,,ICRealtime,ICREALTIME 12MP IP INDOOR/OUTDOOR FULL SIZE BULLET. VARIFOCAL 2.7 - 12MM MOTORIZED LENS (103Â° - 44,43934.78,0,ZAR,1208586
NVR-7516K,,ICRealtime,ICREALTIME 16 CH. EMBEDDED 4K 2U NVR ENHANCED H.264 16 POE PORTS SUPPORTS UPTO 8MP (No HDD Included,58020.87,0,ZAR,1208813
