odoo_id,sku,display_name,list_price,standard_price
13585,ECW220S,[ECW220S] CLOUD MANAGEMENT AP 11AX/AC /A/B/G/N DUAL BAND CONCURRENT,11239.13,7867.4
13573,ECS1528P,[ECS1528P] CLOUD MANAGEMENT SWITCH WITH 24 GE 4 GE SFP IEEE802.3AT/AF 240W POE POWER BUDGET  19INCH 1U RACK,18587.83,13011.48
14417,CTNZPEU1,[CTNZPEU1] CONNECT,14781.74,0
14132,72329,[72329] CONNECT PRO Case Mini Black (6th Gen),8778.26,6144.79
14133,72330,[72330] CONNECT PRO Case Mini White (6th Gen),8778.26,6144.79
15270,SHA-B8CLBA-00,[SHA-B8CLBA-00] CORNER MOUNT: LEFT DRIVE (BLACK ALUMINUM),6302.61,5042.09
15271,SHA-B8CLSA-00,[SHA-B8CLSA-00] CORNER MOUNT: LEFT DRIVE (SILVER ALUMINUM),6302.61,5042.09
15266,SHA-B7CLBA-00,[SHA-B7CLBA-00] CORNER MOUNT: LEFT IDLER (BLACK ALUMINUM),6302.61,5042.09
15267,SHA-B7CLSA-00,[SHA-B7CLSA-00] CORNER MOUNT: LEFT IDLER (SILVER ALUMINUM),6302.61,5042.09
15272,SHA-B8CRBA-00,[SHA-B8CRBA-00] CORNER MOUNT: RIGHT DRIVE (BLACK ALUMINUM),6302.61,5042.09
15273,SHA-B8CRSA-00,[SHA-B8CRSA-00] CORNER MOUNT: RIGHT DRIVE (SILVER ALUMINUM),6302.61,5042.09
15268,SHA-B7CRBA-00,[SHA-B7CRBA-00] CORNER MOUNT: RIGHT IDLER (BLACK ALUMINUM),6302.61,5042.09
15269,SHA-B7CRSA-00,[SHA-B7CRSA-00] CORNER MOUNT: RIGHT IDLER (SILVER ALUMINUM),6302.61,5042.09
13576,ECS1552P,[ECS1552P] COUD MANAGEMENT SWITCH 48 GE 4 GE SFP IEEE802.3AT/AF 410W POE POWER BUDGET 19INCH 1U RACK,30260,21182
13565,V650906-00,[V650906-00] CROSSOVER EPICON 6,773.91,464.35
13564,V600239-00,[V600239-00] CROSSOVER W/TERMINAL OBERON VOKAL,1730.43,1568.42
13562,V600218-00,[V600218-00] CROSSOVER W/TERMINAL OPTICON 8 spare part,3730.43,2238.26
13563,V600219-00,[V600219-00] CROSSOVER W/TERMINAL OPTICON VOKAL,1730.43,1038.26
13566,V650915-00,[V650915-00] CROSSOVER W/TERMINAL RUBICON VOKAL,1730.43,1038.26
13561,V600020-00,[V600020-00] CROSSOVER W/TERMINAL ZENSOR 7,1121.74,673.04
13464,C11125K,[C11125K] CXA61 Integrated Stereo Amplifier Luna Grey,24346.96,14608.17
13465,C11129K,[C11129K] CXA81 Integrated Stereo Amplifier Luna Grey,33042.61,19825.57
13466,C11133K,[C11133K] CXC v2  Dedicated CD Transport Luna Grey,16520.87,9912.52
13467,C11137K,[C11137K] CXN v2 ATF2™ Upsampling Network Player Luna Grey,31303.48,18782.09
14488,COCALIB,[COCALIB] Calibration Kit (DIRAC),43478.26,0
13471,C11225,[C11225] Cambridge Audio Evo 150 Black,73912.17,44347.3
13443,C10464K,[C10464K] Cambridge aptX® Bluetooth Dongle (each),3042.61,1825.57
13577,ECS2512,[ECS2512] Cloud Managed Switch with 8 x 2.5G + 4 x SFP+. internal power supply. 13inch 1U rack-mountable.,13184.35,9229.05
13578,ECS2512FP,[ECS2512FP] Cloud Managed Switch with 8 x 2.5G PoE + 4 x SFP+. IEEE802.3bt/at/af. 240w PoE power budget.,18804.35,13163.05
13584,ECW220,[ECW220] Cloud Management AP 11ax/ac wave2/a/b/g/n Dual Band Concurrent Ceiling Mount AP 1 x 10/100/1000 M,7132.17,4992.53
13574,ECS1552,[ECS1552] Cloud Management Switch with 48 GE + 4 10GE SFP+. internal power supply. 19inch 1U rack-mountable,19885.22,13919.66
14416,CDNGLWW1BLK,[CDNGLWW1BLK] Combo Adapter WW (Black),1042.61,834.09
14415,CDNGLWW1,[CDNGLWW1] Combo Adapter WW (White),1042.61,834.09
13266,CNLGKXX,[CNLGKXX] Controller Nova Hub Logic Gateway  Ethernet KNX,11250.43,6750.26
13265,CNLG4XX,[CNLG4XX] Controller Nova Hub Logic Gateway  Ethernet RS485 for Control 4,7486.96,4492.17
16595,CS-18C,[CS-18C] Custom CS-18C Skyhook Cinch White In-Ceiling Speaker 8 Inch,2433.91,1460.35
13837,D500LCRBL,[D500LCRBL] D 500 LCR High Gloss Black,7825.22,5477.65
13839,D500SURBL,[D500SURBL] D 500 Surround High Gloss Black,13912.17,9738.52
13841,D600SURL,[D600SURL] D 600 Surround LEFT,8252.17,4951.3
13842,D600SURR,[D600SURR] D 600 Surround RIGHT,8252.17,4951.3
13838,D500LCRWH,[D500LCRWH] D500 LCR High Gloss White,7825.22,5477.65
13840,D500SURWH,[D500SURWH] D500 SUR White,13912.17,9738.52
13469,C11217,[C11217] DAC MAGIC 200M Luna Grey UK/EU/CU,17390.43,10434.26
13480,383610,[383610] DALI CONNECT STAND E-600 BLACK Pair,4346.96,2608.17
13481,383611,[383611] DALI CONNECT STAND E-600 WHITE,4346.96,2608.17
13508,OBERON 1 WAL,[OBERON 1 WAL] DALI OBERON 1 DARK WALNUT,7817.39,5738.61
13519,OBERON 9 B,[OBERON 9 B] DALI OBERON 9 BLACK ASH,36520.87,21912.52
13520,OBERON 9 WAL,[OBERON 9 WAL] DALI OBERON 9 DARK WALNUT,36520.87,21912.52
13529,OPTICON 6 MK2 TO,[OPTICON 6 MK2 TO] DALI OPTICON 6 MK2 TOBACCO OAK,34781.74,20869.04
13532,OPTICON LCR MK2 B,[OPTICON LCR MK2 B] DALI OPTICON LCR MK2 BLACK,14781.74,8869.04
13533,OPTICON LCR MK2 WH,[OPTICON LCR MK2 WH] DALI OPTICON LCR MK2 WHITE,14781.74,8869.04
13556,SUB E-9 F BS,[SUB E-9 F BS] DALI SUB E-9 F BLACK SATIN 220-240 V,9991.3,5994.78
15033,CON-10GEN-00,[CON-10GEN-00] DB-9 MINI GENDER CHANGER (10-PACK),2060,1236
15038,CON-1GEN-00,[CON-1GEN-00] DB-9 MINI GENDER CHANGER SINGLE,205.22,123.14
16307,DIN1,[DIN1] DIN rail mount 12V-5A PSU,1478.557142857143,1034.99
15049,DMX-DRIVER1-00,[DMX-DRIVER1-00] DMX DRIVER WITH INTEGRATED POWER SUPPLY,4308.7,3446.96
13483,952020-0-0,[952020-0-0] DOGLEG PHANTOM SERIE ORANGE,1730.43,1038.26
14963,9155036,[9155036] DOOR STATION DISPLAY,0,0
14985,9155031B,[9155031B] DOOR STATION KEYPAD MODULE BLACK,9156.52,6409.57
14961,9155031,[9155031] DOOR STATION KEYPAD MODULE SILVER,0,0
13206,DRAGONTAILAND,[DRAGONTAILAND] DRAGON TAIL ANDROID,695.65,486.96
13205,DRAGONTAIL,[DRAGONTAIL] DRAGON TAIL USB EXTENDER,695.65,486.96
13202,DRAGONFLYBLKG,[DRAGONFLYBLKG] DRAGONFLY DAC BLACK 1.5 Global,3304.35,2313.04
13204,DRAGONFLYREDG,[DRAGONFLYREDG] DRAGONFLY DAC RED GLOBAL,6260.87,4382.61
15264,SHA-B6BA-00,[SHA-B6BA-00] DUAL MOTOR MOUNT (BLACK ALUMINUM),10772.17,8617.74
15265,SHA-B6SA-00,[SHA-B6SA-00] DUAL MOTOR MOUNT (SILVER ALUMINUM),10772.17,8617.74
13444,C10501,[C10501] DacMagic 100  Black Digital to Analogue Converter,5216.52,3129.91
13616,DAC,[DAC] Digital to Analogue Converter,1295.65,777.39
13472,C11228K,[C11228K] Direct Drive Turntable with Bluetooth Aptx HD,52173.04,15651.91
13203,DRAGONFLYCOBG,[DRAGONFLYCOBG] DragonFly Cobalt  Global,8695.65,6086.96
13454,C10935,[C10935] Duo MC Phono Amplifier,11303.48,6782.09
13489,E-80 SG,[E-80 SG] E-80 Square Grill,1129.57,677.73
15382,WP3-BK0002-00,[WP3-BK0002-00] ECHO AUXILIARY CONTROL BLACK,984.35,689.05
15383,WP3-LA0002-00,[WP3-LA0002-00] ECHO AUXILIARY CONTROL LIGHT ALMOND,984.35,689.05
15384,WP3-SW0002-00,[WP3-SW0002-00] ECHO AUXILIARY CONTROL SNOW WHITE,984.35,689.05
15385,WPB-BKENGV-00,[WPB-BKENGV-00] ECHO CONFIGURABLE KEYPAD ENGRAVING (BLACK),685.22,479.66
15388,WPB-LAENGV-00,[WPB-LAENGV-00] ECHO CONFIGURABLE KEYPAD ENGRAVING (LIGHT ALMOND),685.22,479.66
15391,WPB-SWENGV-00,[WPB-SWENGV-00] ECHO CONFIGURABLE KEYPAD ENGRAVING (SNOW WHITE),685.22,479.66
15395,WPK-LAENGV-00,[WPK-LAENGV-00] ECHO DIAL KEYPAD ENGRAVING (LIGHT ALMOND),685.22,479.66
15397,WPK-SWENGV-00,[WPK-SWENGV-00] ECHO DIAL KEYPAD ENGRAVING (SNOW WHITE),685.22,479.66
15387,WPB-BKLV06-00,[WPB-BKLV06-00] ECHO LOW VOLTAGE CONFIGURABLE KEYPAD (BLACK),6155.65,4308.96
15390,WPB-LALV06-00,[WPB-LALV06-00] ECHO LOW VOLTAGE CONFIGURABLE KEYPAD (LIGHT ALMOND),6155.65,4308.96
15393,WPB-SWLV06-00,[WPB-SWLV06-00] ECHO LOW VOLTAGE CONFIGURABLE KEYPAD (SNOW WHITE),6155.65,4308.96
15394,WPK-BKLV05-00,[WPK-BKLV05-00] ECHO LOW VOLTAGE DIAL KEYPAD (BLACK),6155.65,4308.96
15396,WPK-LALV05-00,[WPK-LALV05-00] ECHO LOW VOLTAGE DIAL KEYPAD (LIGHT ALMOND),6155.65,4308.96
15398,WPK-SWLV05-00,[WPK-SWLV05-00] ECHO LOW VOLTAGE DIAL KEYPAD (SNOW WHITE),6155.65,4308.96
15386,WPB-BKLV02-00,[WPB-BKLV02-00] ECHO LOW VOLTAGE PADDLE KEYPAD (BLACK),4308.7,3016.09
15389,WPB-LALV02-00,[WPB-LALV02-00] ECHO LOW VOLTAGE PADDLE KEYPAD (LIGHT ALMOND),4308.7,3016.09
15392,WPB-SWLV02-00,[WPB-SWLV02-00] ECHO LOW VOLTAGE PADDLE KEYPAD (SNOW WHITE),4308.7,3016.09
15399,WPX-BKLV06-00,[WPX-BKLV06-00] ECHO WIRELESS CONFIGURABLE KEYPAD WITH DMX CONTROL (BLACK),13430.43,9401.31
15400,WPX-LALV06-00,[WPX-LALV06-00] ECHO WIRELESS CONFIGURABLE KEYPAD WITH DMX CONTROL (LIGHT ALMOND),13430.43,9401.31
15401,WPX-SWLV06-00,[WPX-SWLV06-00] ECHO WIRELESS CONFIGURABLE KEYPAD WITH DMX CONTROL (SNOW WHITE),13430.43,9401.31
14496,EFC6215,[EFC6215] EFC 6215 CEILING MOUNT KIT,3078.26,2154.78
14497,EFF8230,[EFF8230] EFF 8230 TV Floor Stand,5216.52,2400
14498,EFF8330,[EFF8330] EFF 8330 TV Floor Stand,5216.52,2817.39
14499,EFW8105,[EFW8105] EFW 8105 Fixed TV Wall Mount,391.3,0
14500,EFW8206,[EFW8206] EFW 8206 Fixed TV Wall Mount,1182.61,709.57
14501,EFW8305,[EFW8305] EFW 8305 Fixed TV Wall Mount,1643.48,986.09
13605,EWS850AP,[EWS850AP] ENGENIUS 11 a/b/g/n/ac/ax Dual Band Concurrent Outdoor Managed AP 2Tx+2Rx: 574+1200Mbps 1 x 10/100/,11239.13,7867.4
13593,EWS330AP,[EWS330AP] ENGENIUS 11ac Wave 2  5Ghz aand 24Ghs. EWS330AP is a compact Indoor AP that is also incredibly powe,3025.22,2117.66
13595,EWS355AP,[EWS355AP] ENGENIUS 11ac Wave 2  5Ghz aand 24Ghs. EWS355AP is a compact Indoor AP that is also incredibly powe,4427.83,3099.48
13599,EWS511AP,[EWS511AP] ENGENIUS 11ac/b/g/n Dual Band Concurrent Indoor Managed AP 2Tx+2Rx: 300+433Mbps 1 x 10/100/1000/250,2593.04,1815.14
13606,EWS860AP,[EWS860AP] ENGENIUS 2.4GHz/5GHz Dual Band Antenna External 3 x 5 dBi (2.4 GHz) 3 x 7 dBi (5GHz) Speed: 3 x 3 1,27921.74,19545.22
13602,EWS7926EFP,[EWS7926EFP] ENGENIUS 24 Port. 2 xSFP.10G POE + 410w. 50 x Managed AP.,17727.83,12409.48
13604,EWS7952FP,[EWS7952FP] ENGENIUS 48 Port. 4 SFP. 1000Mbps PoE+ 740w. 104Gps Switching. L2 Managed PoE+ Switch features simp,30260,21182
13601,EWS5912FP,[EWS5912FP] ENGENIUS 8 Port. 2 SFP. 1000Mbps PoE+ 130w. 24Gps Switching. L2 Managed PoE+ Switch features simpli,7564.35,5295.05
13592,EWS2910P,[EWS2910P] ENGENIUS 8 Port. 2 SFP. 1000Mbps PoE+ 61.6w. 802.3af. 20Gps Switching. L2 Managed features simplifi,4754.78,3328.35
13598,EWS385AP,[EWS385AP] ENGENIUS Band 2.4 GHz/5GHz TRI BAND Antenna Type: Internal 2 x 4 dBi  (2.4Ghz): Internal 4 x 5 dBi,6513.91,4559.74
13596,EWS357AP,[EWS357AP] ENGENIUS Band 2.4GHz/5GHz Dual Band Antenna 2 x3 dBi Speed 2 x 2 11ax,5403.48,3782.44
13588,ECW260,[ECW260] ENGENIUS Cloud Managed AP 11 a/b/g/n/ac/ax Dual Band Concurrent Outdoor AP 2Tx+2Rx: 574+1200Mbps 1,12535.65,8774.96
13579,ECS5512,[ECS5512] ENGENIUS Cloud Managed Switch with 8 x 10G + 4 x SFP+ internal power supply 13inch 1U rack-mountabl,25937.39,18156.18
13580,ECS5512FP,[ECS5512FP] ENGENIUS Cloud Managed Switch with 8 x 10G PoE + 4 x SFP+ IEEE802.3bt/at/af 240w PoE power budget i,32853.91,22997.74
13581,ECW115,[ECW115] ENGENIUS Cloud Managed Wall-Plate AP 11ac wave2 a/b/g/n 2Tx+2Rx: 400+867Mbps 2 x 10/100/1000Mbps LA,3414.78,2390.35
13586,ECW230,[ECW230] ENGENIUS Cloud Management AP 11 ax/ac/b/g/n Dual Band Concurrent Ceiling Mount AP 4Tx+4Rx: 1148+240,10158.26,7110.79
13582,ECW120,[ECW120] ENGENIUS Cloud Management AP 11ac wave2/a/b/g/n Dual Band Concurrent Ceiling Mount AP 1 x 10/100/10,3890.43,2723.31
13583,ECW160,[ECW160] ENGENIUS Cloud Management AP 11ac wave2/a/b/g/n Dual Band Concurrent Outdoor AP 1 x 10/100/1000 Mbp,6916.52,4841.57
13570,ECS1112FP,[ECS1112FP] ENGENIUS Cloud Management Switch with 8 GE PoE + 2 GE + 2 GE SFP IEEE802.3at/af 130w PoE power budg,7564.35,5295.05
13590,EWS1025CAM,[EWS1025CAM] ENGENIUS Combines ultra-fast mesh Wi-Fi and clear surveillance in a simple space saving design. Eli,8446.09,5912.27
13572,ECS1528FP,[ECS1528FP] ENGENIUS Coud Management Switch with 24 GE + 4 10GE SFP+ IEEE802.3at/af 410w PoE power budget inter,20317.39,14222.18
13571,ECS1528,[ECS1528] ENGENIUS Coud Management Switch with 24 GE + 4 10GE SFP+ internal power supply 19inch 1U rack-mount,13184.35,9229.05
13575,ECS1552FP,[ECS1552FP] ENGENIUS Coud Management Switch with 48 GE + 4 10GE SFP+ IEEE802.3at/af 740w PoE power budget inter,32421.74,22695.22
13609,Sky Key 1,[Sky Key 1] ENGENIUS Management Platform with 1G LAN (PoE 802.3af/at) + 1G LAN DC 12V Input,3335.65,2334.96
13603,EWS7928P,[EWS7928P] ENGENIUS Ports: 24 Gigabit SFP Slots: 4 x 100/1000Mbps PoE Budget: 185w  Managed APs: 50,13833.04,9683.14
13607,SFP-GLC-LH-SM,[SFP-GLC-LH-SM] ENGENIUS SFP Module - gigabit - Single Mode Fiber 10k Multimode Fiber 550m,731.3,511.92
13600,EWS550AP,[EWS550AP] ENGENIUS Wall Mounted Advanced 11ac Wave 2 In room wofo operating on both 5 Ghz and 24 Ghz with 3 o,3890.43,2723.31
13569,ECS1008P,[ECS1008P] ENGENIUS Wireless Management Switch with 8 GE PoE IEEE802.3af PoE Budget 55w External Power Adapter,5403.48,3782.44
14502,EPC6545,[EPC6545] EPC 6545 Projector Ceiling Mount,3477.39,1363.48
13490,EPICON 2 RM,[EPICON 2 RM] EPICON 2 RUBY MACAS BOOKSHELF SPEAKER,83469.57,50081.74
13491,EPICON 2 WAL,[EPICON 2 WAL] EPICON 2 WALNUT BOOKSHELF SPEAKER,83469.57,50081.74
13492,EPICON 6 RM,[EPICON 6 RM] EPICON 6 RUBY MACAS FLOOR STANDING SPEAKER,156513.04,93907.83
13493,EPICON 6 W,[EPICON 6 W] EPICON 6 WHITE FLOOR STANDING SPEAKER,156513.04,93907.83
13495,EPICON 8 RM,[EPICON 8 RM] EPICON 8 RUBY MACAS FLOOR STANDING SPEAKER,260860.87,156516.52
13497,EPICON 8 WAL,[EPICON 8 WAL] EPICON 8 WALNUT FLOOR STANDING SPEAKER,260860.87,156516.52
13496,EPICON 8 W,[EPICON 8 W] EPICON 8 WHITE FLOOR STANDING SPEAKER,260860.87,156516.52
13498,EPICON STAND,[EPICON STAND] EPICON STAND SPEAKER STAND,16513.04,9907.83
13499,EPICON VOK RM,[EPICON VOK RM] EPICON VOKAL RUBY MACAS CENTER SPEAKER,74781.74,44864.35
13501,EPICON VOK WAL,[EPICON VOK WAL] EPICON VOKAL WALNUT CENTER SPEAKER,74773.91,44864.35
13500,EPICON VOK W,[EPICON VOK W] EPICON VOKAL WHITE CENTER SPEAKER,74773.91,37649.66
14503,EPW6565,[EPW6565] EPW 6565 Projector Wall Mount,4346.96,2002.61
13473,C5181,[C5181] ES20 Incognito 5.25' Outdoor Speaker White,7825.22,4695.13
13474,C6181,[C6181] ES30 Incognito 6' Outdoor Speaker White,10433.91,6260.35
15070,ESN-AVB12E-01,[ESN-AVB12E-01] EXTREME NETWORKS 12 PORT AVB SWITCH,53416.52,42733.22
15072,ESN-AVB24E-01,[ESN-AVB24E-01] EXTREME NETWORKS 24 PORT AVB SWITCH,71222.61,56978.09
15073,ESN-AVB24POE-01,[ESN-AVB24POE-01] EXTREME NETWORKS 24 PORT AVB SWITCH WITH POE,97930.43,78344.35
16472,EZI-PSU-12V-5A,[EZI-PSU-12V-5A] EZI-PSU-12V-5A meanwell,1724.98,1034.99
13450,C10925,[C10925] Edge A Integrated Amplifier Dark Grey,147825.22,88695.13
13468,C11214,[C11214] Edge M Power Amplifier Luna Grey,104346.96,62608.17
13452,C10927,[C10927] Edge NQ Network Player Dark Grey,130433.91,78260.35
13451,C10926,[C10926] Edge W Power Amplifier Dark Grey,104346.96,62608.17
13594,EWS330AP-KIT,[EWS330AP-KIT] EnGenius 2x2 AV Wave 2 kit with 3 AP,7997.39,5598.18
13597,EWS377AP,[EWS377AP] EnGenius Band 2.4GHz/5GHz Dual Band Antenna 4 x3 dBi Speed 4 X 4 11ax,7780.87,5446.61
13608,SFP-GLC-SX-MM,[SFP-GLC-SX-MM] EnGenius SFP Module - gigabit - Single Mode Fiber,731.3,511.92
13591,EWS1200-28TFP,[EWS1200-28TFP] Engenius 24 Port Gigabit POE Managed switch,15778.26,11044.79
14423,E10MTWW1BLK,[E10MTWW1BLK] Era 100 Mount WW (Black),1477.39,1181.91
14422,E10MTWW1,[E10MTWW1] Era 100 Mount WW (White),1477.39,0
14419,E10FSWW1BLK,[E10FSWW1BLK] Era 100 Stand WW (Black),3042.61,2434.09
14418,E10FSWW1,[E10FSWW1] Era 100 Stand WW (White),3042.61,2434.09
14429,E30MTWW1BLK,[E30MTWW1BLK] Era 300 Mount WW (Black),1738.26,1390.61
14428,E30MTWW1,[E30MTWW1] Era 300 Mount WW (White),1738.26,1390.61
14425,E30FSWW1BLK,[E30FSWW1BLK] Era 300 Stand WW (Black),3303.48,2642.78
14424,E30FSWW1,[E30FSWW1] Era 300 Stand WW (White),3303.48,2642.78
13470,C11222,[C11222] Evo 75 75 Watt All-In-One Player Black,60868.7,36521.22
14504,FAU3125,[FAU3125] FAU 3125 AUTOLOCK DISPLAY INTERFACE VESA MIS D-E + 20X20CM,1513.04,907.83
14505,FAU3150,[FAU3150] FAU 3150 AUTOLOCK DISPLAY INTERFACE VESA MIS-F,2904.35,1742.61
14506,FAU-D,[FAU-D] FAU-D INTERFACE VESA MIS-D FOR PFC 915-918 PFA 9030,495.65,297.39
14507,FAU-E,[FAU-E] FAU-E Interface,513.04,307.83
13503,FAZON LCR ST,[FAZON LCR ST] FAZON LCR STAND DESKTOP SPEAKER STAND,3643.48,2186.09
13505,FAZON M/W,[FAZON M/W] FAZON MIKRO WHITE PR SATELLITE SPEAKER,6773.91,4064.35
13504,FAZON LCR W,[FAZON LCR W] FAZON WHITE LEFT CENTER RIGHT,8686.96,5212.17
15122,FTK-F2000-01,[FTK-F2000-01] FIBER TERMINATION KIT,34197.39,20518.44
15043,CON-FSFP10-00,[CON-FSFP10-00] FIBER TRANSCEIVER MODULE (10 PACK),22188.7,13313.22
15042,CON-FSFP1-00,[CON-FSFP1-00] FIBER TRANSCEIVER MODULE (SINGLE),2376.52,1425.92
14911,TVM 3205,[TVM 3205] FIXED MOUNT SMALL,868.7,416.87
15254,SHA-B4MANUALBA-00,[SHA-B4MANUALBA-00] FLOATING/OUTSIDE MOUNT(MANUAL): DRIVE SIDE (BLACK ALUMINUM),10700.87,8560.7
15255,SHA-B4MANUALSA-00,[SHA-B4MANUALSA-00] FLOATING/OUTSIDE MOUNT(MANUAL): DRIVE SIDE (SILVER ALUMINUM),10700.87,8560.7
15252,SHA-B4BA-00,[SHA-B4BA-00] FLOATING/OUTSIDE MOUNT: DRIVE SIDE (BLACK ALUMINUM),5073.91,4059.14
15253,SHA-B4BK-00,[SHA-B4BK-00] FLOATING/OUTSIDE MOUNT: DRIVE SIDE (BLACK),3382.61,2706.09
15256,SHA-B4SA-00,[SHA-B4SA-00] FLOATING/OUTSIDE MOUNT: DRIVE SIDE (SILVER ALUMINUM),4406.09,3524.87
15257,SHA-B4WH-00,[SHA-B4WH-00] FLOATING/OUTSIDE MOUNT: DRIVE SIDE (WHITE),2937.39,2349.92
15248,SHA-B3BA-00,[SHA-B3BA-00] FLOATING/OUTSIDE MOUNT: IDLER SIDE (BLACK ALUMINUM),5073.91,4059.14
15249,SHA-B3BK-00,[SHA-B3BK-00] FLOATING/OUTSIDE MOUNT: IDLER SIDE (BLACK),3382.61,2706.09
15250,SHA-B3SA-00,[SHA-B3SA-00] FLOATING/OUTSIDE MOUNT: IDLER SIDE (SILVER ALUMINUM),5073.91,4059.14
15251,SHA-B3WH-00,[SHA-B3WH-00] FLOATING/OUTSIDE MOUNT: IDLER SIDE (WHITE),2937.39,2349.92
13494,EPICON 6 WAL,[EPICON 6 WAL] FLOOR STANDING SPEAKER,156513.04,93907.83
13502,EPICON WAL,[EPICON WAL] FLOOR STANDING SPEAKER,74773.91,0
14958,9155015,[9155015] FLUSH MOUNT BACKBOX FOR KEYPAD DOOR STATION,0,0
14959,9155017,[9155017] FLUSH MOUNT BOX FOR SINGLE HEIGHT DOOR STATION,0,0
15055,DOR-FM0B-00,[DOR-FM0B-00] FLUSH MOUNT DOOR STATION BLACK,36628.7,25640.09
15056,DOR-FM0S-00,[DOR-FM0S-00] FLUSH MOUNT DOOR STATION SILVER,36628.7,25640.09
15057,DOR-FMB-00,[DOR-FMB-00] FLUSH MOUNT SINGLE HEIGHT DOOR STATION BLACK,35611.3,24927.92
15058,DOR-FMS-00,[DOR-FMS-00] FLUSH MOUNT SINGLE HEIGHT DOOR STATION SILVER,35611.3,24927.92
13567,V760149-00,[V760149-00] FRONT GRILLE SUB E-9 F BLACK,773.91,464.35
14917,TVM 3425,[TVM 3425] FULL MOTION MOUNT MEDIUM,3651.3,1773.39
14913,TVM 3225,[TVM 3225] FULL MOTION MOUNT SMALL,2520.87,1251.65
14918,TVM 3445,[TVM 3445] FULL MOTION+ MOUNT MED.,4694.78,2295.13
14914,TVM 3245,[TVM 3245] FULL MOTION+ MOUNT SMALL,3042.61,1512.52
14921,TVM 3625,[TVM 3625] FULL-MOTION MOUNT LARGE,4781.74,2451.65
13617,FIBREMAX100M,[FIBREMAX100M] Fibre Optic MAX HDMI 100m,16086.96,9652.17
13618,FIBREMAX50M,[FIBREMAX50M] Fibre Optic MAX HDMI 50m,12000,7200
13619,FIBREMAX75M,[FIBREMAX75M] Fibre Optic MAX HDMI 75m,13913.04,8347.83
14714,PFW910,[PFW910] Fixed Wall Bracket for FAU3125/3150,608.7,426.09
15283,SHA-MGEIG200-00,[SHA-MGEIG200-00] GEIGER WIRED MOTOR WITH WIRED CONTROLS,14410.43,8646.27
13610,TPE115GI,[TPE115GI] GIGABIT POE+ INJECTOR,5278.26,650.07
13790,SKIN-ORBIT-GREY,[SKIN-ORBIT-GREY] GREY SILICON SKIN FOR THE ORBIT CAMERA,741.74,593.4
15197,RCC640-MK2-PCG-00,[RCC640-MK2-PCG-00] GRILLE FOR DUAL 320 SUBS (PRE CONSTRUCTION),5143.48,3086.09
16342,LAB-HAUT,[LAB-HAUT] HD Anyware IR Remittance,248.45714285714288,173.92000000000002
13623,HDASRX,[HDASRX] HDA SRX Scaling Receiver,6521.74,3913.04
13685,XTNDA300,[XTNDA300] HDANYWHERE  XTND 300m Audio Extender,5216.52,0
13622,FIBRE-OPTICMAX8K20M,[FIBRE-OPTICMAX8K20M] HDANYWHERE 20m 8K Ultra High Speed Fibre-Optic Max (48G),6520.87,3912.52
15123,HCX-4KHDR100-00,[HCX-4KHDR100-00] HDBASET EXTENDERS WITH 4K HDR UP TO 100M,26589.57,15953.74
15124,HCX-4KHDR40-00,[HCX-4KHDR40-00] HDBASET EXTENDERS WITH 4K HDR UP TO 40M,15736.52,9441.92
13624,HDCP2.2CON,[HDCP2.2CON] HDCP Converter 2.2>1.4,1304.35,782.61
14457,OPADPWW1BLK,[OPADPWW1BLK] HDMI ARC to Optical Adaptor,1477.39,0
13657,SIGNALMANAGER,[SIGNALMANAGER] HDMI Signal and Audio Manager,6955.65,4173.39
13625,HDCPDONGLE,[HDCPDONGLE] HDanywhere HDCP Dongle,1304.35,782.61
15059,DOR-HDFLBRICK-00,[DOR-HDFLBRICK-00] HEAVY DUTY GATE STATION FLUSH MOUNT KIT FOR BRICK INSTALLATION,4312.17,3018.53
15060,DOR-HDFLPLAST-00,[DOR-HDFLPLAST-00] HEAVY DUTY GATE STATION FLUSH MOUNT KIT FOR PLASTER INSTALLATION,3487.83,2441.48
15061,DOR-HDSMKB-00,[DOR-HDSMKB-00] HEAVY DUTY SURFACE MOUNT GATE STATION WITH KEYPAD - BLACK,44767.83,31337.48
15016,CBL-HDMI2M1-00,[CBL-HDMI2M1-00] HIGH SPEED CATEGORY HDMI 2.0 CABLE (1 METER),229.57,137.74
15017,CBL-HDMI2M2-00,[CBL-HDMI2M2-00] HIGH SPEED CATEGORY HDMI 2.0 CABLE (2 METER),306.09,183.66
15018,CBL-HDMI2M3-00,[CBL-HDMI2M3-00] HIGH SPEED CATEGORY HDMI 2.0 CABLE (3 METER),382.61,229.57
15014,CBL-HDMI2IN12F-00,[CBL-HDMI2IN12F-00] HIGH SPEED HDMI 2.0 FLAT CABLE (12 INCHES),957.39,574.44
15015,CBL-HDMI2IN6F-00,[CBL-HDMI2IN6F-00] HIGH SPEED HDMI 2.0 FLAT CABLE (6 INCHES),765.22,459.14
13999,A23+S,[A23+S] Halo A23+ Power Amplifier Silver,51295.65,30777.39
13843,IC206FG,[IC206FG] IC 206 Flat Grill,4078.26,2446.96
13845,IC208FG,[IC208FG] IC 208 Flat Grill,4339.13,2603.48
13846,IC404SLM,[IC404SLM] IC 404 Slim In-ceiling speaker,7208.7,4325.22
13848,IC604SLM,[IC604SLM] IC 604 Slim In-ceiling speaker,8686.96,5212.17
