sku,product_name,brand,wequote_sell_price_zar,odoo_sales_price_zar,price_diff_wequote_minus_odoo,odoo_cost_price_zar,wequote_msrp_zar,status
C10935,Duo MC Phono Amplifier,Cambridge Audio,11303.48,11303.48,0.0,6782.09,0.0,Matched - price identical
C11028,Symphony 100 - 100M Speaker Cable,Cambridge Audio,4346.96,4346.96,0.0,2608.17,0.0,Matched - price identical
C11029,Symphony 200 - 100M Speaker Cable,Cambridge Audio,6086.09,6086.09,0.0,3651.65,0.0,Matched - price identical
C11031,Symphony 400 - 50M Speaker Cable,Cambridge Audio,5216.52,5216.52,0.0,3129.91,0.0,Matched - price identical
C11079,AXA25 Integrated Amplifier Grey,Cambridge Audio,8694.78,8694.78,0.0,6086.35,0.0,Matched - price identical
C11082,AXA35 Integrated Amplifier w/ Built-in Phono-stage Grey,Cambridge Audio,11303.48,11303.48,0.0,7912.43,0.0,Matched - price identical
C11084,AX C25 CD Player,Cambridge Audio,8694.78,8694.78,0.0,6086.35,0.0,Matched - price identical
C11087,AX C35CD Player,Cambridge Audio,11303.48,11303.48,0.0,7912.43,0.0,Matched - price identical
C11089,AXR85 FM/AM Stereo Receiver Grey,Cambridge Audio,14781.74,14781.74,0.0,10347.22,0.0,Matched - price identical
C11091,AXR100 FM/AM Stereo Receiver Grey,Cambridge Audio,16520.87,16520.87,0.0,11564.61,0.0,Matched - price identical
C11125K,CXA61 Integrated Stereo Amplifier Luna Grey,Cambridge Audio,24346.96,24346.96,0.0,14608.17,0.0,Matched - price identical
C11129K,CXA81 Integrated Stereo Amplifier Luna Grey,Cambridge Audio,33042.61,33042.61,0.0,19825.57,0.0,Matched - price identical
C11133K,CXC v2  Dedicated CD Transport Luna Grey,Cambridge Audio,16520.87,16520.87,0.0,9912.52,0.0,Matched - price identical
C11137K,CXN v2 ATF2™ Upsampling Network Player Luna Grey,Cambridge Audio,31303.48,31303.48,0.0,18782.09,0.0,Matched - price identical
C11214,Edge M Power Amplifier Luna Grey,Cambridge Audio,104346.96,104346.96,0.0,62608.17,0.0,Matched - price identical
C11217,DAC MAGIC 200M Luna Grey UK/EU/CU,Cambridge Audio,17390.43,17390.43,0.0,10434.26,0.0,Matched - price identical
C11222,Evo 75 75 Watt All-In-One Player Black,Cambridge Audio,60868.7,60868.7,0.0,36521.22,0.0,Matched - price identical
C11225,Cambridge Audio Evo 150 Black,Cambridge Audio,73912.17,73912.17,0.0,44347.3,0.0,Matched - price identical
C11228K,Direct Drive Turntable with Bluetooth Aptx HD,Cambridge Audio,52173.04,52173.04,0.0,15651.91,0.0,Matched - price identical
C5181,ES20 Incognito 5.25' Outdoor Speaker White,Cambridge Audio,7825.22,7825.22,0.0,4695.13,0.0,Matched - price identical
C6181,ES30 Incognito 6' Outdoor Speaker White,Cambridge Audio,10433.91,10433.91,0.0,6260.35,0.0,Matched - price identical
C910B,C910 BLACK SUBWOOFER,Jamo,10433.91,10433.91,0.0,5599.53,0.0,Matched - price identical
C910W,C910 SUBWOOFER,Jamo,10433.91,10433.91,0.0,5599.53,0.0,Matched - price identical
C912B,C912 BLACK SUBWOOFER,Jamo,13042.6,13042.6,0.0,6999.53,0.0,Matched - price identical
C912W,C912 SUBWOOFER W,Jamo,13042.61,13042.61,0.0,6999.53,0.0,Matched - price identical
C91IIBL,C91 II Black,Jamo,8694.78,8694.78,0.0,6086.35,0.0,Matched - price identical
C91IIWH,C91 II Matt White,Jamo,8694.78,8694.78,0.0,6086.35,0.0,Matched - price identical
C91IIWO,C91 II White Oak,Jamo,8694.78,8694.78,0.0,6086.35,0.0,Matched - price identical
C93IIBL,C93 II Black,Jamo,10433.91,10433.91,0.0,7303.74,0.0,Matched - price identical
C93IIWH,C93 II Matt White,Jamo,10433.91,10433.91,0.0,7303.74,0.0,Matched - price identical
C95IIBL,C95 II Black,Jamo,15651.3,15651.3,0.0,10955.91,0.0,Matched - price identical
C95IIBL Single,C95 II Black Single unit,Jamo,17382.61,17382.61,0.0,10429.57,0.0,Matched - price identical
C95IIWH,C95 II Matt White,Jamo,15651.3,15651.3,0.0,10955.91,0.0,Matched - price identical
C95IIWO,C95 II White Oak,Jamo,15651.3,15651.3,0.0,10955.91,0.0,Matched - price identical
C97IIBL,C97 II Black,Jamo,20868.7,20868.7,0.0,14608.09,0.0,Matched - price identical
C97IIBL Single,C97 II Black Single unit,Jamo,17390.43,17390.43,0.0,12173.3,0.0,Matched - price identical
C97IIWH,C97 II Matt White,Jamo,20868.7,20868.7,0.0,14608.09,0.0,Matched - price identical
C97IIWH Single,C97 II Matt White Single,Jamo,17390.43,17390.43,0.0,12173.3,0.0,Matched - price identical
C9CENIIBL,C9CEN II Black,Jamo,6955.65,6955.65,0.0,4868.96,0.0,Matched - price identical
C9CENIIWH,C9CEN II Matt White,Jamo,6955.65,6955.65,0.0,4868.96,0.0,Matched - price identical
C9SURIIBL,C9SUR II Black,Jamo,12173.04,12173.04,0.0,8521.13,0.0,Matched - price identical
C9SURIIWH,C9SUR II White,Jamo,12173.04,12173.04,0.0,8521.13,0.0,Matched - price identical
CABLE10L,CABLE 10 L Cable Cover,Vogels,2173.04,2173.04,0.0,860.87,0.0,Matched - price identical
CABLE10M,CABLE 10 M Cable Cover,Vogels,1017.39,1017.39,0.0,610.43,0.0,Matched - price identical
CABLE4BL,CABLE 4 Cable Cover Black,Vogels,955.65,955.65,0.0,370.43,0.0,Matched - price identical
CABLE4WH,CABLE 4 Cable Cover White,Vogels,955.65,955.65,0.0,370.43,0.0,Matched - price identical
CABLE8BL,CABLE 8 Cable Cover Black,Vogels,1129.57,1129.57,0.0,433.04,0.0,Matched - price identical
CABLE8WH,CABLE 8 Cable Cover White,Vogels,1129.57,1129.57,0.0,433.04,0.0,Matched - price identical
CBL-HDMI2IN12F-00,HIGH SPEED HDMI 2.0 FLAT CABLE (12 INCHES),SAVANT,957.39,957.39,0.0,574.44,0.0,Matched - price identical
CBL-HDMI2IN6F-00,HIGH SPEED HDMI 2.0 FLAT CABLE (6 INCHES),SAVANT,765.22,765.22,0.0,459.14,0.0,Matched - price identical
CBL-HDMI2M1-00,HIGH SPEED CATEGORY HDMI 2.0 CABLE (1 METER),SAVANT,229.57,229.57,0.0,137.74,0.0,Matched - price identical
CBL-HDMI2M2-00,HIGH SPEED CATEGORY HDMI 2.0 CABLE (2 METER),SAVANT,306.09,306.09,0.0,183.66,0.0,Matched - price identical
CBL-HDMI2M3-00,HIGH SPEED CATEGORY HDMI 2.0 CABLE (3 METER),SAVANT,382.61,382.61,0.0,229.57,0.0,Matched - price identical
CBL-SFPDACM2-00,SFP+ DIRECT ATTACH COPPER CABLE (2 METERS) - FOR USE WITH PROAV,SAVANT,1169.57,1169.57,0.0,701.74,0.0,Matched - price identical
CBLT01,PLANETWAVES Universal Remote Tester,Planetwaves,665.22,665.22,0.0,465.66,0.0,Matched - price identical
CDNGLWW1,Combo Adapter WW (White),Sonos,1042.61,1042.61,0.0,834.09,0.0,Matched - price identical
CDNGLWW1BLK,Combo Adapter WW (Black),Sonos,1042.61,1042.61,0.0,834.09,0.0,Matched - price identical
CEISP32AHRSAE,ISP 3D.32 Elite Analog AV Processor,Storm Audio,391303.48,391303.48,0.0,234782.09,0.0,Matched - price identical
CITK01,PLANETWAVES Cutter/Screwdriver Tool Kit,Planetwaves,837.39,837.39,0.0,586.18,0.0,Matched - price identical
CL2250BV2,New Classic 2250 v2 Black,Parasound,54773.91,54773.91,0.0,32864.35,0.0,Matched - price identical
CLI-10K4IN-00,SENSOR MODULE WITH FOUR 10K THERMISTOR INPUTS,SAVANT,7924.35,7924.35,0.0,4754.61,0.0,Matched - price identical
CLI-1WIRE2-00,SENSOR MODULE WITH TWO 1-WIRE SENSOR INTERFACES,SAVANT,7924.35,7924.35,0.0,4754.61,0.0,Matched - price identical
CLI-AUX3-00,"RELAY MODULE WITH THREE AUX RELAY (NO, NC, COM)",SAVANT,7924.35,7924.35,0.0,4754.61,0.0,Matched - price identical
CLI-PLEN1C-00,PLENUM REMOTE SENSOR COMMERCIAL,SAVANT,3327.83,3327.83,0.0,1996.7,0.0,Matched - price identical
CLI-PLEN1R-00,PLENUM REMOTE SENSOR RESIDENTIAL,SAVANT,3327.83,3327.83,0.0,1996.7,0.0,Matched - price identical
CLI-PTAC1K1-00,"RELAY MODULE FOR PTAC WITH ONE 6-PORT CLIMATE RELAY (W1, W2, Y1, Y2, G, O) AND ONE 10K THERMISTOR IN",SAVANT,7924.35,7924.35,0.0,4754.61,0.0,Matched - price identical
CLI-REL1AUX1-00,"RELAY MODULE WITH ONE 6-PORT CLIMATE RELAY (W1, W2, Y1, Y2, G, O) AND ONE AUX RELAY (NO, NC, COM)",SAVANT,7924.35,7924.35,0.0,4754.61,0.0,Matched - price identical
CLI-SLAB1-00,SLAB REMOTE SENSOR,SAVANT,2969.57,2969.57,0.0,1781.74,0.0,Matched - price identical
CLI-THFM1-00,TEMP AND HUMIDITY SENSOR FLUSH MOUNT,SAVANT,8343.48,8343.48,0.0,5006.09,0.0,Matched - price identical
CLI-W210B-01,MULTISTAT SMART THERMOSTAT - BLACK,SAVANT,18056.52,18056.52,0.0,10833.92,0.0,Matched - price identical
CLI-W210W-01,MULTISTAT SMART THERMOSTAT - WHITE,SAVANT,18056.52,18056.52,0.0,10833.92,0.0,Matched - price identical
CNLG4XX,Controller Nova Hub Logic Gateway  Ethernet RS485 for Control 4,Black Nova,7486.96,7486.96,0.0,4492.17,0.0,Matched - price identical
CNLGKXX,Controller Nova Hub Logic Gateway  Ethernet KNX,Black Nova,11250.43,11250.43,0.0,6750.26,0.0,Matched - price identical
COAXCIN0.75,0.75M DIGITAL COAX CINNAMON,AudioQuest,1565.22,1565.22,0.0,1095.65,0.0,Matched - price identical
COAXCIN01.5,1.5M DIGITAL COAX CINNAMON,AudioQuest,1913.04,1913.04,0.0,1339.13,0.0,Matched - price identical
COAXFOR0.75,0.75M DIGITAL COAX FOREST,AudioQuest,782.61,782.61,0.0,547.83,0.0,Matched - price identical
COAXFOR01.5,1.5M DIGITAL COAX FOREST,AudioQuest,956.52,956.52,0.0,669.57,0.0,Matched - price identical
COCALIB,Calibration Kit (DIRAC),Storm Audio,43478.26,43478.26,0.0,0.0,0.0,Matched - price identical
CON-10FN-00,RJ45 SERIAL ADAPTERS FLOW NULL 10-PACK,SAVANT,2060.0,2060.0,0.0,1236.0,0.0,Matched - price identical
CON-10FNN-00,RJ45 SERIAL ADAPTERS FLOW NO NULL 10-PACK,SAVANT,2060.0,2060.0,0.0,1236.0,0.0,Matched - price identical
CON-10GEN-00,DB-9 MINI GENDER CHANGER (10-PACK),SAVANT,2060.0,2060.0,0.0,1236.0,0.0,Matched - price identical
CON-10NFN-00,RJ45 SERIAL ADAPTERS  NO FLOW NULL  10-PACK,SAVANT,2060.0,2060.0,0.0,1236.0,0.0,Matched - price identical
CON-10NFNN-00,RJ45 SERIAL ADAPTERS NO FLOW NO NULL 10-PACK,SAVANT,2060.0,2060.0,0.0,1236.0,0.0,Matched - price identical
CON-1FN-00,RJ45 SERIAL ADAPTERS FLOW NULL SINGLE,SAVANT,205.22,205.22,0.0,123.14,0.0,Matched - price identical
CON-1FNN-00,RJ45 SERIAL ADAPTERS FLOW NO NULL SINGLE,SAVANT,205.22,205.22,0.0,123.14,0.0,Matched - price identical
CON-1GEN-00,DB-9 MINI GENDER CHANGER SINGLE,SAVANT,205.22,205.22,0.0,123.14,0.0,Matched - price identical
CON-1NFN-00,RJ45 SERIAL ADAPTERS  NO FLOW NULL  SINGLE,SAVANT,205.22,205.22,0.0,123.14,0.0,Matched - price identical
CON-1NFNN-00,RJ45 SERIAL ADAPTERS NO FLOW NO NULL SINGLE,SAVANT,205.22,205.22,0.0,123.14,0.0,Matched - price identical
CON-F2010-00,LC MULTIMODE OM3 FIBER CONNECTORS (10 PACK),SAVANT,8716.52,8716.52,0.0,5229.92,0.0,Matched - price identical
CON-FSFP1-00,FIBER TRANSCEIVER MODULE (SINGLE),SAVANT,2376.52,2376.52,0.0,1425.92,0.0,Matched - price identical
CON-FSFP10-00,FIBER TRANSCEIVER MODULE (10 PACK),SAVANT,22188.7,22188.7,0.0,13313.22,0.0,Matched - price identical
CON-SDC2-00,2-PIN SCREW-DOWN CONNECTOR 25-PACK,SAVANT,1663.48,1663.48,0.0,998.09,0.0,Matched - price identical
CON-STC2-00,2-PIN SPRING-LOADED CONNECTOR 25-PACK,SAVANT,3327.83,3327.83,0.0,1996.7,0.0,Matched - price identical
CON-STC3-00,3-PIN SCREW-DOWN CONNECTOR 25-PACK,SAVANT,1663.48,1663.48,0.0,998.09,0.0,Matched - price identical
CON-STC6-00,6-PIN SCREW-DOWN CONNECTOR 25-PACK,SAVANT,3327.83,3327.83,0.0,1996.7,0.0,Matched - price identical
CON-STC9-00,9-PIN SCREW-DOWN CONNECTOR 25-PACK,SAVANT,4992.17,4992.17,0.0,2995.31,0.0,Matched - price identical
CTNZPEU1,CONNECT,Sonos,14781.74,14781.74,0.0,0.0,0.0,Matched - price identical
CXDCHD250,PLANETWAVES HD Dual Coax-bLACK,Planetwaves,10988.7,10988.7,0.0,7692.09,0.0,Matched - price identical
CXSCHD250,PLANETWAVES HD Coax-Black,Planetwaves,5421.74,5421.74,0.0,3795.22,0.0,Matched - price identical
CXSCHD250B,PLANETWAVES HD Coax-Blue,Planetwaves,5421.74,5421.74,0.0,3795.22,0.0,Matched - price identical
CXSCHD250G,PLANETWAVES HD Coax-Green,Planetwaves,5421.74,5421.74,0.0,3795.22,0.0,Matched - price identical
CXSCHD250R,PLANETWAVES HD Coax-Red,Planetwaves,5421.74,5421.74,0.0,3795.22,0.0,Matched - price identical
CXSCHD250W,PLANETWAVES HD Coax-White,Planetwaves,5421.74,5421.74,0.0,3795.22,0.0,Matched - price identical
CXSCP500,PLANETWAVES Pre-Wire Coax-Single-Black,Planetwaves,3254.78,3254.78,0.0,2278.35,0.0,Matched - price identical
D500LCRBL,D 500 LCR High Gloss Black,Jamo,7825.22,7825.22,0.0,5477.65,0.0,Matched - price identical
D500LCRWH,D500 LCR High Gloss White,Jamo,7825.22,7825.22,0.0,5477.65,0.0,Matched - price identical
D500SURBL,D 500 Surround High Gloss Black,Jamo,13912.17,13912.17,0.0,9738.52,0.0,Matched - price identical
D500SURWH,D500 SUR White,Jamo,13912.17,13912.17,0.0,9738.52,0.0,Matched - price identical
D600SURL,D 600 Surround LEFT,Jamo,8252.17,8252.17,0.0,4951.3,0.0,Matched - price identical
D600SURR,D 600 Surround RIGHT,Jamo,8252.17,8252.17,0.0,4951.3,0.0,Matched - price identical
DAC,Digital to Analogue Converter,HDANYWHERE,1295.65,1295.65,0.0,777.39,0.0,Matched - price identical
DHBECHC,Axes Collection Back End Card Holder Crestron,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBECHK,Axes Collection Back End Card Holder KNX,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBECHR,Axes Collection Back End Card Holder RS485,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBECRC,Axes Collection Back End Card Holder RFID Reader Crestron,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBECRK,Axes Collection Back End Card Holder RFID Reader KNX,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBECRR,Axes Collection Back End Card Holder RFID Reader RS485,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBEDRC,Axes Collection Back End Door Panel RFID Reader Crestron,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBEDRK,Axes Collection Back End Door Panel RFID Reader KNX,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBEDRR,Axes Collection Back End Door Panel RFID Reader RS485,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBEKNC,Axes Collection Back End Door Panel Numbers Keypad Crestron,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBEKNK,Axes Collection Back End Door Panel Numbers Keypad KNX,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBEKNR,Axes Collection Back End Door Panel Numbers Keypad RS485,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBEN3C,Axes Collection Back End Door Panel Room Number XL Crestron,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBEN3K,Axes Collection Back End Door Panel Room Number XL KNX,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBEN3R,Axes Collection Back End Door Panel Room Number XL RS485,Black Nova,5989.57,5989.57,0.0,3593.74,0.0,Matched - price identical
DHBXDP,Axes Collection Back Box and parts for Third Party RFID Reader Integration,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DHFECHXGIW,Axes Collection Front End Card Holder Glass Ice White,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DHFECHXGSW,Axes Collection Front End Card Holder Glass Sand White,Black Nova,1875.65,1875.65,0.0,1125.39,0.0,Matched - price identical
DHFECHXGVG,Axes Collection Front End Card Holder Glass Venetian Gold,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DHFECHXGYB,Axes Collection Front End Card Holder Glass York Black,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLA-N9BE,e-shift 5 8K/2200lm/100000:1/Dynamic 1M:1 HDR/High Quality Image with Low latency mode,JVC Projectors,433913.0,433913.0,0.0,303739.1,0.0,Matched - price identical
DLA-NP5BE,JVC DLA-NP5 NATIVE 4K,JVC Projectors,217390.43,217390.43,0.0,152173.3,0.0,Matched - price identical
DLA-NZ7,NATIVE 4K (4096 x 2160)/ 1900lm/ Native Contrast Ratio of 80000:1 (Dynamic Contrast Ratio 800000,JVC Projectors,347825.22,347825.22,0.0,243477.65,0.0,Matched - price identical
DLA-NZ8BE,JVC DLA NZ-8  8K E-SHIFT LASER,JVC Projectors,434781.74,434781.74,0.0,326086.3,0.0,Matched - price identical
DLA-Z1E,"""""New 0.7""""4K/3000lm/Laser Phosphor for Custom Install""",JVC Projectors,868695.7,868695.7,0.0,608086.99,0.0,Matched - price identical
DLBE12C,Alba collection Back End 12 buttons Crestron,Black Nova,10266.96,10266.96,0.0,6160.17,0.0,Matched - price identical
DLBE12K,Alba collection Back End 12 buttons KNX,Black Nova,10266.96,10266.96,0.0,6160.17,0.0,Matched - price identical
DLBE12R,Alba collection Back End 12 buttons RS485,Black Nova,10266.96,10266.96,0.0,6160.17,0.0,Matched - price identical
DLBEM1C,Alba collection Back End Multipurpose/Temperature control interface Crestron,Black Nova,12406.09,12406.09,0.0,7443.65,0.0,Matched - price identical
DLBEM1K,Alba collection Back End Multipurpose/Temperature control interface KNX,Black Nova,12406.09,12406.09,0.0,7443.65,0.0,Matched - price identical
DLBEM1R,Alba collection Back End Multipurpose/Temperature control interface RS485,Black Nova,12406.09,12406.09,0.0,7443.65,0.0,Matched - price identical
DLDSV2,Alba collection Spare DST Back End V2,Black Nova,5133.91,5133.91,0.0,3080.35,0.0,Matched - price identical
DLDSV4,Alba collection Spare DST Back End V4,Black Nova,6203.48,6203.48,0.0,3722.09,0.0,Matched - price identical
DLFE2KXGIW,Alba collection Front End 2 buttons Glass Ice White,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFE2KXGSW,Alba collection Front End 2 buttons Glass Sand White,Black Nova,1375.65,1375.65,0.0,825.39,0.0,Matched - price identical
DLFE2KXGVG,Alba collection Front End 2 buttons Glass Venetian Gold,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFE2KXGYB,Alba collection Front End 2 buttons Glass York Black,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFE4KXGIW,Alba collection Front End 4 buttons Glass Ice White,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFE4KXGSW,Alba collection Front End 4 buttons Glass Sand White,Black Nova,1500.0,1500.0,0.0,900.0,0.0,Matched - price identical
DLFE4KXGVG,Alba collection Front End 4 buttons Glass Venetian Gold,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFE4KXGYB,Alba collection Front End 4 buttons Glass York Black,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFE8KXGIW,Alba collection Front End 8 buttons Glass Ice White,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFE8KXGSW,Alba collection Front End 8 buttons Glass Sand White,Black Nova,1625.22,1625.22,0.0,975.13,0.0,Matched - price identical
DLFE8KXGVG,Alba collection Front End 8 buttons Glass Venetian Gold,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFE8KXGYB,Alba collection Front End 8 buttons Glass York Black,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFEM1XGIW,Alba collection Front End Multipurpose/Temperature control interface Glass Ice White,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFEM1XGSW,Alba collection Front End Multipurpose/Temperature control interface Glass Sand White,Black Nova,1500.0,1500.0,0.0,900.0,0.0,Matched - price identical
DLFEM1XGVG,Alba collection Front End Multipurpose/Temperature control interface Glass Venetian Gold,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFEM1XGYB,Alba collection Front End Multipurpose/Temperature control interface Glass York Black,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFR1FXGIW,Alba collection Frame single frame Glass Ice White,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFR1FXGSW,Alba collection Frame single frame Glass Sand White,Black Nova,2000.0,2000.0,0.0,1200.0,0.0,Matched - price identical
DLFR1FXGVG,Alba collection Frame single frame Glass Venetian Gold,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFR1FXGYB,Alba collection Frame single frame Glass York Black,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFR1FXMAS,Alba collection Frame single frame Metal Aluminum Silver  Metal Brushed,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFR1FXMBG,Alba collection Frame single frame Metal Bronze Gold  Metal Brushed,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFR1FXMMB,Alba collection Frame single frame Metal Mars Black  Metal Brushed,Black Nova,2139.13,2139.13,0.0,1283.48,0.0,Matched - price identical
DLFR2FLGIWKPSK,Alba collection Frame double frame Legrand Arteor Glass Ice White  Combination: Keypad  Socket,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLGIWM1SK,Alba collection Frame double frame Legrand Arteor Glass Ice White  Combination: Multipurpose/Temper,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLGIWSKM1,Alba collection Frame double frame Legrand Arteor Glass Ice White  Combination: Socket  Multipurpo,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLGSWKPSK,Alba collection Frame double frame Legrand Arteor Glass Sand White  Combination: Keypad  Socket,Black Nova,3250.43,3250.43,0.0,1950.26,0.0,Matched - price identical
DLFR2FLGSWM1SK,Alba collection Frame double frame Legrand Arteor Glass Sand White  Combination: Multipurpose/Tempe,Black Nova,4500.0,4500.0,0.0,2700.0,0.0,Matched - price identical
DLFR2FLGSWSKM1,Alba collection Frame double frame Legrand Arteor Glass Sand White  Combination: Socket  Multipurp,Black Nova,4500.0,4500.0,0.0,2700.0,0.0,Matched - price identical
DLFR2FLGVGKPSK,Alba collection Frame double frame Legrand Arteor Glass Venetian Gold  Combination: Keypad  Socket,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLGVGM1SK,Alba collection Frame double frame Legrand Arteor Glass Venetian Gold  Combination: Multipurpose/Te,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLGVGSKM1,Alba collection Frame double frame Legrand Arteor Glass Venetian Gold  Combination: Socket  Multip,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLGYBKPSK,Alba collection Frame double frame Legrand Arteor Glass York Black  Combination: Keypad  Socket,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLGYBM1SK,Alba collection Frame double frame Legrand Arteor Glass York Black  Combination: Multipurpose/Tempe,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLGYBSKM1,Alba collection Frame double frame Legrand Arteor Glass York Black  Combination: Socket  Multipurp,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLMASKPSK,Alba collection Frame double frame Legrand Arteor Metal Aluminum Silver  Metal Brushed  Combinatio,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLMASM1SK,Alba collection Frame double frame Legrand Arteor Metal Aluminum Silver  Metal Brushed  Combinatio,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLMASSKM1,Alba collection Frame double frame Legrand Arteor Metal Aluminum Silver  Metal Brushed  Combinatio,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLMBGKPSK,Alba collection Frame double frame Legrand Arteor Metal Bronze Gold  Metal Brushed  Combination: K,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLMBGM1SK,Alba collection Frame double frame Legrand Arteor Metal Bronze Gold  Metal Brushed  Combination: M,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLMBGSKM1,Alba collection Frame double frame Legrand Arteor Metal Bronze Gold  Metal Brushed  Combination: S,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLMMBKPSK,Alba collection Frame double frame Legrand Arteor Metal Mars Black  Metal Brushed  Combination: Ke,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLMMBM1SK,Alba collection Frame double frame Legrand Arteor Metal Mars Black  Metal Brushed  Combination: Mu,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FLMMBSKM1,Alba collection Frame double frame Legrand Arteor Metal Mars Black  Metal Brushed  Combination: So,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FXGIWKPKP,Alba collection Frame double frame Glass Ice White  Combination: Keypad  Keypad,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FXGIWKPM1,Alba collection Frame double frame Glass Ice White  Combination: Keypad  Multipurpose/Temperature,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FXGIWM1KP,Alba collection Frame double frame Glass Ice White  Combination: Multipurpose/Temperature control i,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FXGIWM1M1,Alba collection Frame double frame Glass Ice White  Combination: Multipurpose/Temperature control i,Black Nova,4278.26,4278.26,0.0,2566.96,0.0,Matched - price identical
DLFR2FXGSWKPKP,Alba collection Frame double frame Glass Sand White  Combination: Keypad  Keypad,Black Nova,4000.0,4000.0,0.0,2400.0,0.0,Matched - price identical
DLFR2FXGSWKPM1,Alba collection Frame double frame Glass Sand White  Combination: Keypad  Multipurpose/Temperature,Black Nova,5250.43,5250.43,0.0,3150.26,0.0,Matched - price identical
