sku,description,sales_price,cost
PPC2585,PPC 2585 PROJECTOR CEILING MOUNT LENGTH 85-135CM,7651.299999999999,5355.91
PPL2035,PPL 2035 PROJECTOR LIFT SYSTEM,31303.48,21912.43
PPL2100,PPL 2100 PROJECTOR LIFT SYSTEM,36173.04,25321.13
PPL2170,PPL 2170 PROJECTOR LIFT SYSTEM,42346.96,29642.870000000003
PPL2500,PPL 2500 PROJECTOR LIFT SYSTEM,180868.7,126608.09000000001
SAV-PROHOST,"PRO HOST, PLUS RUNTIME",115971.3,92777.05
P1LI58G512G11P,PROLINE DESKTOP ONE i5-12400 H610 8GB 512GB SSD WIFI BT WIN11PRO,10714.271428571401,7499.99
PS-S83T-WH,PS-S83T WHITE PRO SURFACE MOUNT (Pair),21737.39,0.0
40145,PS-S83T WHITE PRO SURFACE MOUNT (Pair),23565.22,14139.140000000001
40146,PS-S83T WHITE PRO SURFACE MOUNT (Single),14760.0,8856.0
PSP17006,PSP 17006 CISCO ADAPTER,1477.3899999999999,1034.1699999999998
PSP18001L,PSP 18001L Shelf Mount,2043.4799999999998,1430.4299999999998
PSP18001S,PSP 18001S Shelf Mount,1965.2199999999998,1375.6499999999999
PTA3002,PTA 3002 (TO BE REPLACED BY PTA 3102),1947.83,1363.48
PTA3101,PTA 3101 TABLOCK FLOOR STAND BLACK,5477.389999999999,3834.1699999999996
PTA3102,PTA 3102 TABLOCK TABLE STAND,3303.48,2312.43
PTA3103,PTA 3103 TABLOCK WALL / TABLE MOUNT,1390.4299999999998,973.3
PTA3105,PTA 3105 TABLOCK TABLE STAND WITH FOOT PLATE,3825.22,2677.6499999999996
PTS1205,PTS 1205 IPAD 2 3 4 HOME BUTTON ACCESSIBLE (L&K),2695.6499999999996,1886.9599999999998
PTS1206,PTS 1206 IPAD 2 3 4 HOME BUTTON HIDDEN (L&K),2695.6499999999996,1886.9599999999998
PTS1211,PTS 1211 TABLOCK SAMSUNG GALAXY TAB 3 AND 4 10.1 HOME BUTTON ACCESSIBLE (L&K),2695.6499999999996,1886.9599999999998
PTS1212,PTS 1212 TABLOCK SAMSUNG GALAXY TAB 3 AND 4 10.1 HOME BUTTON HIDDEN (L&K),2695.6499999999996,1886.9599999999998
PTS1213,PTS 1213 IPAD AIR 1 & 2 IPAD PRO 9.7 IPAD HOME BUTTON ACCESSIBLE (L&K),3825.22,2677.6499999999996
PTS1214,PTS 1214 IPAD AIR 1 & 2 IPAD PRO 9.7 IPAD HOME BUTTON HIDDEN (L&K),3825.22,2677.6499999999996
PTS1217,PTS 1217 TABLOCK SAMSUNG GALAXY TAB S 10.5 HOME BUTTON ACCESSIBLE (L&K),2695.6499999999996,1886.9599999999998
PTS1218,PTS 1218 TABLOCK SAMSUNG GALAXY TAB S 10.5 HOME BUTTON HIDDEN (L&K),2695.6499999999996,1886.9599999999998
PTS1219,PTS 1219 TABLOCK FOR SAMSUNG GALAXY TAB S2 & S3 HOME BUTTON ACCESSIBLE (L&K),2695.6499999999996,1886.9599999999998
PTS1220,PTS 1220 TABLOCK FOR SAMSUNG GALAXY TAB S2 & S3 HOME BUTTON HIDDEN (L&K),2695.6499999999996,1886.9599999999998
PTS1223,PTS 1223 TABLOCK FOR IPAD PRO HOME BUTTON ACCESSIBLE(L&K),3269.5699999999997,2288.7
PTS1224,PTS 1224 TABLOCK FOR IPAD PRO HOME BUTTON HIDDEN (L&K),3269.5699999999997,2288.7
PTS1225,PTS 1225 TABLOCK FOR IPAD MINI 4 HOME BUTTON ACCESSIBLE (L&K),2582.6099999999997,1807.83
PTS1226,PTS 1226 TABLOCK FOR IPAD MINI 4 HOME BUTTON HIDDEN (L&K),2582.6099999999997,1807.83
PTS1227,PTS 1227 TABLOCK IPAD PRO 10.5 HBA,3825.22,2677.6499999999996
PTS1228,PTS 1228 TABLOCK IPAD PRO 10.5 HBH,3825.22,2677.6499999999996
PTS1229,PTS 1229 TABLOCK FOR TAB A 10.1 HBA,3825.22,2677.6499999999996
PTS1230,PTS 1230 TABLOCK FOR TAB A 10.1 HBH,3825.22,2677.6499999999996
PTS1231,PTS 1231 TABLOCK FOR TAB A 10.5,2695.6499999999996,1886.9599999999998
PTS1232,PTS 1232 TABLOCK FOR TAB S4,2695.6499999999996,1886.9599999999998
PTS1233,PTS 1233 TABLOCK FOR IPAD PRO 11,2695.6499999999996,1886.9599999999998
PTS1234,PTS 1234 TABLOCK FOR IPAD PRO 12.9,3269.5699999999997,2288.7
PTS1235,PTS 1235 SAMSUNG GALAXY TAB S5E,3825.22,2677.6499999999996
PTS2010,PTS 2010 UNIVERSAL TABLOCK,3129.5699999999997,2190.7
PUA9501,PUA 9501 CONNECT-IT SMALL POLE COUPLER,1060.87,742.61
PUA9502,PUA 9502 CONNECT-IT SMALL STABILISATION KIT,3999.1299999999997,2799.39
PUA9503,PUA 9503 CONNECT-IT LARGE POLE COUPLER,520.87,364.61
PUA9504,PUA 9504 CONNECT-IT LARGE STABILISATION KIT,4346.96,3042.87
PUA9505,PUA 9505 CONNECT-IT GIRDER H-BEAM MOUNT 70-180MM,2200.0,1540.0
PUA9506,PUA 9506 CONNECT-IT GIRDER H-BEAM MOUNT 150-300MM,2417.39,1692.1699999999998
PUA9507,PUA 9507 ACCESSORY TRAY FOR PUC 25XX SERIES,3477.39,2434.17
PUA9507B,PUA 9507 ACCESSORY TRAY FOR PUC25XX AND PUC27XX BLACK,2486.96,1740.87
PAS-1000-00,PUBLIC ANNOUNCEMENT SYSTEM,12064.35,7238.61
PUC1011,PUC 1011 CONNECT-IT SMALL CEILING PLATE FIXED,825.0,577.65
PUC1030,PUC 1030 CONNECT-IT SMALL CEILING PLATE TILT,1165.22,815.65
PUC1035,PUC 1035 CONNECT-IT BASIC CEILING PLATE TILT,843.48,590.43
PUC1040,PUC 1040 CONNECT-IT SMALL CEILING PLATE BALL JOINT,1513.04,1059.1299999999999
PUC1050,PUC 1050 CONNECT-IT SMALL TRUSS ADAPTER,1365.22,955.65
PUC1060,PUC 1060 CONNECT-IT LARGE CEILING PLATE FIXED,1217.0,851.5699999999999
PUC1065,PUC 1065 CONNECT-IT LARGE CEILING PLATE TURN,1738.0,1216.78
PUC1070,PUC 1070 CONNECT-IT LARGE CEILING PLATE TILT,1738.0,1216.78
PUC1080,PUC 1080 CONNECT-IT LARGE CEILING PLATE TILT AND TURN,1738.0,1216.78
PUC1090,PUC 1090 CONNECT-IT LARGE TRUSS ADAPTER,2086.0,1460.26
PUC1910,PUC 1910 CONNECT-IT CEILING PLATE FIXED,4617.389999999999,3232.1699999999996
PUC2108,PUC 2108 BASIC SMALL POLE 80CM,1130.0,790.6999999999999
PUC2115,PUC 2115 BASIC SMALL POLE 150CM,1912.0,1338.52
PUC2130,PUC 2130 BASIC SMALL POLE 300CM,3477.0,2434.17
PUC2308,PUC 2308 CONNECT-IT SMALL POLE 80CM,1017.39,712.17
PUC2315,PUC 2315 CONNECT-IT SMALL POLE 150CM,1617.3899999999999,1132.1699999999998
PUC2330,PUC 2330 CONNECT-IT SMALL POLE 300CM,2869.5699999999997,2008.6999999999998
PUC2408,PUC 2408,1651.0,1155.9099999999999
PUC2415,PUC 2415,2608.0,1825.4799999999998
PUC2508,PUC 2508 CONNECT-IT LARGE POLE 80CM,1999.0,1399.3899999999999
PUC2515,PUC 2515 CONNECT-IT LARGE POLE 150CM,3129.5699999999997,2190.7
PUC2530,PUC 2530 CONNECT-IT LARGE POLE 300CM,5564.349999999999,3895.04
PUC2715,PUC 2715 CONNECT-IT XL POLE 150CM Black,7129.57,4990.7
PUC2718,PUC 2718 CONNECT-IT XL POLE 180CM Black,7825.219999999999,5477.65
PUC2720,PUC 2720 CONNECT-IT XL POLE 200CM Black,8607.83,6025.48
PUC2920,PUC 2920 CONNECT-IT POLE 200CM,9129.57,6390.7
PUC2927,PUC 2927 CONNECT-IT POLE 270CM,10607.83,7425.48
PUC2933,PUC 2933 CONNECT-IT POLE 330CM,12694.78,8886.35
PUC2963,PUC 2963 POLE 630CM,16460.87,11522.61
PUC1045,PUC1045,1825.0,1277.6499999999999
PVA4307,PVA 4307 VIDEO CONFERENCE SPEAKER,31303.48,21912.43
PVA4310,PVA 4310 VIDEO CONFERENCE SPEAKER,43477.39,30434.170000000002
PVA4316,PVA 4316 VIDEO CONFERENCE SPEAKER,39600.0,27720.0
PVA5050,PVA 5050 CAMERA AND LOUDSPEAKER HOLDER,3042.6099999999997,2129.83
PVA5070,PVA 5070 CAMERA AND LOUDSPEAKER HOLDER,3564.35,2495.04
PVF4112S,PVF 4112 VIDEO CONFERENCING FURNITURE,81617.39,57132.170000000006
PVF4112W,PVF 4112 VIDEO CONFERENCING FURNITURE WHITE,81617.39,57132.170000000006
PWR-ADA-2X16,PWR-ADA-2X16-SURG,92.8571428571429,65.0
PWR-MP-8PIEC-BPS,PWR-MP-8PIEC-BPS,1228.57142857143,860.0
PWR-N-PLUG-B-L10-02-07,PWR-N-PLUG-B 3 PRONG NORMAL 16A PLUG,33.1142857142857,23.18
C50-Pack,Packaged Surface-Mount Subwoofer-Satellite Loudspeaker System,23543.4,14126.04
FM-10G-DA-1M-01,Pakedge 10G SFP+ Fibre Module,4608.7,3710.0
ZPK-FM-1G-SM,Pakedge 1G SFP Fiber Module,2608.7,2100.0
MS-1212,Pakedge MS1212 Switch,21739.13,17500.0
MS-2400,Pakedge MS2400 Switch,22695.65,18270.0
MS-2416,Pakedge MS2416 Switch,34521.74,27790.0
MS-2424,Pakedge MS2424 Switch,38521.74,31010.0
MS-4424,Pakedge MS4424 Switch,50347.83,40530.0
RK-1,Pakedge RK-1 Router,11913.04,9590.0
WR-1,Pakedge WR1 WiFi Router,6608.7,5320.0
PA3707,Paradox DCTXP2 Wireless Door Contact,974.571428571429,682.1999999999999
PA-1098,Paradox DG75+ Digiguard Pet 41Kg,674.0,404.4
BRA-PC,Parallel Clamp 300mm,395.0,295.0
ZM1250,Parasound Zonemaster 1250,66078.26000000001,39646.96
POE-KIT,Passive PoE Injector and Splitter Set,30.0,22.0
TOOL-POE,Passive and 802.3af/at PoE Detector,95.0,65.0
F000165,Patch lead MM OM3 LC-LC Duplex,139.02857142857098,97.32000000000001
PHW200XL,Physix Wall Mount Tilt Extra Large,1295.6499999999999,777.39
PK2-3B-TAW-E-CP,Pico Wireless Contr 3 Butt Icon Arctic W,3478.2599999999998,2400.0
PICTURESLIDE R75,Picture Slider 75â€,22600.0,15820.0
SX10AEBMMP,Pioneer 2X100W  Stereo Receiver with Bluetooth Connectivity,8694.779999999999,4850.0
A40AESMGP,Pioneer A-40AE Integrated Amplifier with Wolfson DAC,13912.17,9738.519999999999
A10AEBMGP,Pioneer A10A10AE Integrated Amplifier 2x50 watts Direct Energy Design Phono MM Black,8694.779999999999,6086.349999999999
A10AESMGP,Pioneer A10A10AE Integrated Amplifier 2x50 watts Direct Energy Design Phono MM Silver,8694.779999999999,6086.349999999999
HTP076BMMP,Pioneer HTP076 5.1-Channel Home Cinema Package,11303.48,8477.609999999999
PD10AEM2BMMP,Pioneer PD10AE Pure Audio CD/SACD Player,7390.429999999999,5173.299999999999
PD30AEBMMP,Pioneer PD30AE Pure Audio CD Player,8260.0,5782.0
SXN30AEBMPP,Pioneer SXN30AE Network Stereo Receiver,14781.74,10347.220000000001
VSX534BMMP,Pioneer VSX-534 5X150W 4K AV Receiver,11303.48,7912.429999999999
VSX534DBMMP,Pioneer VSX-534D 5X150W 4K AV Receiver DAB,13042.61,9129.83
VSX934BMMP,Pioneer VSX-934 - 7X160W 4K Network Av Receiver,14781.74,10347.220000000001
VSX935BMMP,Pioneer VSX-935 7X165W 8K Network AV Receiver,18260.0,12782.0
VSX935SMMP,Pioneer VSX-935 7X165W 8K Network AV Receiver (Silver),19999.13,13999.390000000001
VSXLX305BMMP,Pioneer VSX-LX305 Elite 9X225W 8k Network AV Receiver with Dirac Live,37390.43,22434.260000000002
VSXLX305SMMP,Pioneer VSX-LX305 Elite 9X225W 8k Network AV Receiver with Dirac Live,37390.43,22434.260000000002
VSXLX505SMMP,Pioneer VSX-LX505 Elite 9X230W 8k Network AV Receiver with Dirac Live,42607.83,25564.7
VSXLX505BMMP,Pioneer VSX-LX505 Elite 9X230W 8k Network AV Receiver with Dirac Live,42607.83,25564.7
GPS-TRK-B,Plug & play GPS vehicle tracker with backup battery,0.0,0.0
ATRIUM100SUBTE,Polk Atrium 100 Garden Sub (Terracotta),10947.83,7554.0
ATRIUM300BR,Polk Atrium 300 Garden Sat (Brown),4339.13,2994.0
ATRIUM4BK,Polk Atrium 4 Outdoor (Black),6686.96,4614.0
ATRIUM4WT,Polk Atrium 4 Outdoor (White),6686.96,4614.0
ATRIUM5BK,Polk Atrium 5 Outdoor (Black),8686.96,5994.0
ATRIUM5WT,Polk Atrium 5 Outdoor (White),8686.96,5994.0
ATRIUM6BK,Polk Atrium 6 Outdoor (Black),9556.519999999999,6594.0
ATRIUM6WT,Polk Atrium 6 Outdoor (White),9556.519999999999,6594.0
ATRIUM8BK,Polk Atrium 8 Outdoor (Black),6600.0,4554.0
ATRIUM8WT,Polk Atrium 8 Outdoor (White),6600.0,4554.0
PAMXT2Bpx,Polk Audio MXT60/12SUB 5.1 System (Black),17382.61,15955.380000000001
SIGS10ELBK,Polk ES10 Bookshelf (Black),3469.5699999999997,2793.0
SIGS15ELBK,Polk ES15 Bookshelf (Black),4773.91,3843.0
SIGS20ELBK,Polk ES20 Bookshelf (Black),5643.48,4543.0
PKSYS1px,Polk ES20/Denon AVRX1800H 5.1 System (Black),33295.65,28694.75
SIGS30CELBK,Polk ES30C Centre (Black),4078.2599999999998,3283.0
SIGS35CELBK,Polk ES35C Centre (Black),5208.7,4193.0
SIGS50ELBKpr,Polk ES50 Floorstander (Black),10860.87,8743.0
PKSYS2px,Polk ES50/Denon AVRX1800H 5.1 System (Black),37904.35,32684.75
SIGS55ELBKpr,Polk ES55 Floorstander (Black),13904.35,11193.0
PKSYS3px,Polk ES55/Denon AVRX2800H 5.1 System (Black),45991.3,39667.25
SIGS60ELBKpr,Polk ES60 Floorstander (Black),17382.61,13993.0
PKSYS4px,Polk ES60/Denon AVCX3800H 5.1 System (Black),68078.26000000001,58686.25
HTSSUB10BK,Polk HTS10 Subwoofer (Black),7817.389999999999,6293.0
HTSSUB12BK,Polk HTS12 Subwoofer (Black),9121.74,7343.0
MAGMAXAXSR,Polk MAGMAX AX SR 5.1 Soundbar (Black),13034.78,11992.0
MAGMAXAX,Polk MAGMAX AX Soundbar (Black),11303.48,10399.2
MXT12SUBBK,Polk MXT12SUB Subwoofer (Black),6078.259999999999,4893.0
MXT15BK,Polk MXT15 Bookshelf (Black),3469.5699999999997,2793.0
MXT30CBK,Polk MXT30C Centre (Black),3469.5699999999997,2793.0
MXT60BKpr,Polk MXT60 Floorstander (Black),8686.96,6993.0
MXT90BK,Polk MXT90 Atmos/Surround (Black),3469.5699999999997,2793.0
MAGMINIAX,Polk Mag Mini AX Soundbar (Black),6955.65,6399.2
MAGSR2,Polk Magnifi SR2 Wireless Surrounds,2607.83,2399.2
OWM3BK,Polk OWM3 Multiapplication (Black),6078.259999999999,4194.0
OWM3WT,Polk OWM3 Multiapplication (White),6078.259999999999,4194.0
R100BK,Polk R100 Bookshelf (Black),9991.3,6894.0
R100BR,Polk R100 Bookshelf (Brown),9991.3,6894.0
R100WT,Polk R100 Bookshelf (White),9991.3,6894.0
R200BK,Polk R200 Bookshelf (Black),13034.78,8994.0
R200BR,Polk R200 Bookshelf (Brown),13034.78,8994.0
R200WT,Polk R200 Bookshelf (White),13034.78,8994.0
PKSYS5px,Polk R200/Denon AVRX2800H 5.1 System (Black),49904.35,41627.1
R300CBK,Polk R300C Center (Black),7817.389999999999,5394.0
R300CBR,Polk R300CBR Center Brn,7817.389999999999,5394.0
R350SYSBK,Polk R350SYS L/C/R (Black),9991.3,6894.0
R350SYSBR,Polk R350SYSBR Reserve R350 L/C/R Brn,9991.3,6894.0
R400CBK,Polk R400C Centre (Black),10860.87,7494.0
R400CBR,Polk R400CBR Reserve R400 Centre Brn,10860.87,7494.0
R500BKpr,Polk R500 Floorstander (Black),25208.7,17394.0
R500WTpr,Polk R500 Floorstander (White),25208.7,17394.0
PKSYS6px,Polk R500/Denon AVRX2800H 5.1 System (Black),59817.39,49607.1
R600BKpr,Polk R600 Floorstander (Black),26078.260000000002,17994.0
PKSYS7px,Polk R600/Denon AVCX3800H 5.1 System (Black),88339.13,73111.05
R600BRpr,Polk R600BR Reserve Floor Stand Brn (Pair),28686.960000000003,19794.0
R700BKpr,Polk R700 Floorstander (Black),34773.91,23994.0
PKSYS8px,Polk R700/Denon AVCX3800H 5.1 System (Black),103904.35,85651.05
R700BRpr,Polk R700BR Reserve R700 Floor Stand Brn (pair),34773.92,23993.99
R900HTBK,Polk R900HT Atmos Module (Black),8686.96,5994.0
R900HTBR,Polk R900HTBR Reserve R900 HT Module Brn,8686.96,5994.0
R900HTWT,Polk R900HTWT Reserve HT Module Wht 1pr,8686.96,5994.0
SIGNAS2,Polk Signa S2 Soundbar,3730.43,3432.0
SIGNAS4,Polk Signa S4 Soundbar,6078.259999999999,5592.0
V65,Polk V65 In-wall,3913.04,2700.0
V6S,Polk V6S Stereo In-ceiling,4260.87,2940.0
SP85INCH-POLK,Polk V85 Speaker box (Rect),460.87,318.0
DS-7764NI-M4,Pro series  64ch NVR  4 SATA up to 16TB  POS & IOT overlay  16/9 alarm IO,23342.5,14005.5
DS-7616NXI-K2/16P,Pro series 16ch POE NVR  2 SATA up to 10TB up to  8MP recording  1ch facial recognition/4ch face capture 16 POE ports  4/1 alarm IO,6573.75714285714,4601.63
PFW4601,Pro wall mount FLAT 55-65 75KG,3869.5699999999997,2708.7
P100,Processor,329060.871428571,230342.61000000002
POE-24V15W,Procet Gigabit 24V 15W PoE Adapter with No Cable,115.0,80.0
POE-48V15W,Procet Gigabit 48V 15W PoE Adapter with No Cable,115.0,80.0
POE-52V30W,Procet Gigabit 52V 30W PoE Adapter with No Cable,175.0,115.0
PSU-10AP-BAT,"Professional 12V 10A 120W Switching Power Supply in 18ch self-recovery protection box Input:AC100-240V, Output:DC12V 10A , Channels:18 channels,  Fuse",0.0,0.0
PSU-20AP,"Professional 12V 20A 240W Switching Power Supply in 18ch self-recovery protection box Input:AC100-240V, Output:DC12V 20A,Channels: 18channels,Fuse typ",0.0,0.0
PSU-10AP,"Professional 12V 8,3A 120W Switching Power Supply in 9ch self-recovery protection box Input:AC100-240V, Output:DC12V 10A,Channels: 18channels,Fuse typ",0.0,0.0
DHI-Software-Training-License/Per Day,"Provide extra software training services.
Note: Minimum service engagement: 1 day.",38273.91,26395.8
IROPTOCABLE1.0M,Pulse 8 1m Secure IR Matrix Cable,1043.48,720.0
PROAMP8,Pulse 8 Amp 8,50086.96,34560.0
P8DDAC,Pulse 8 Audio Converter,4260.87,2940.0
HDBT2UFFMJ1210K,Pulse 8 Neo+ (Kit),231304.35,159600.0
